step,scope,group,samples,cer_micro,wer_micro,wavlm_similarity_mean,camp_similarity_mean,dnsmos_ovrl_mean,evaluation_failures
15000,full_650,majestic_zh,200,0.011375661375661376,,0.7628574711084366,0.6833813264966011,3.365925631451252,0
15000,full_650,majestic_mixed,50,0.016843971631205674,0.09375,0.7167709875106811,0.6635108470916748,3.353665321420391,0
20000,full_650,ljs_en,200,0.007860811235719526,0.020280057943022695,0.5656825357489288,0.810492252856493,3.0553987407787484,0
20000,full_650,majestic_en,200,0.0060790273556231,0.012554321583775953,0.7321894882619381,0.7967430475354195,3.2885957255802976,0
20000,full_650,majestic_zh,200,0.014021164021164021,,0.7667488473653793,0.6752523815631867,3.3806659797054737,0
20000,full_650,majestic_mixed,50,0.020390070921985817,0.09375,0.7242787134647369,0.6573537909984588,3.3669324608639695,0
25000,full_650,ljs_en,200,0.008489676134577089,0.021728633510381457,0.5898486065119505,0.8344770777225494,3.0722656630110508,0
25000,full_650,majestic_en,200,0.005030919190860497,0.01110574601641719,0.7346428906917573,0.8063751941919327,3.252382591937588,0
25000,full_650,majestic_zh,200,0.009788359788359789,,0.7743144735693932,0.6787158927321434,3.3715113783535493,0
25000,full_650,majestic_mixed,50,0.007978723404255319,0.07291666666666667,0.7264133644104004,0.6598062598705292,3.3586666041391533,0
30000,full_650,ljs_en,200,0.007127135520385704,0.016900048285852245,0.5965960732288659,0.8321673247218132,3.0553192343514475,0
30000,full_650,majestic_en,200,0.005345351640289278,0.01158860453887011,0.7363207560777664,0.8030104309320449,3.2965093976474673,0
30000,full_650,majestic_zh,200,0.006613756613756613,,0.7708720135688781,0.6827438744902611,3.381762559571487,0
30000,full_650,majestic_mixed,50,0.0035460992907801418,0.0625,0.7200180888175964,0.6580126225948334,3.3676132120519573,0
35000,full_650,ljs_en,200,0.00597421653914684,0.014485755673587638,0.6225113516300916,0.8196155878901482,3.0885012535649157,0
35000,full_650,majestic_en,200,0.004611675924955455,0.01110574601641719,0.7464074470102787,0.8042077499628068,3.2747111090618968,0
35000,full_650,majestic_zh,200,0.007407407407407408,,0.7811587715148925,0.6866673922538757,3.3938309200503256,0
35000,full_650,majestic_mixed,50,0.0062056737588652485,0.052083333333333336,0.7285297000408173,0.6733224368095398,3.3553927418890903,0
40000,full_650,ljs_en,200,0.00901373021695839,0.021245774987928536,0.6242539367079735,0.8303487029671669,3.0643296297808087,0
40000,full_650,majestic_en,200,0.0042972434755266745,0.009657170449058426,0.7405259335041046,0.8094621467590332,3.286114623302136,0
40000,full_650,majestic_zh,200,0.006349206349206349,,0.778509927392006,0.6855095764994621,3.3825744786015144,0
40000,full_650,majestic_mixed,50,0.00975177304964539,0.07291666666666667,0.7319087553024292,0.6690539991855622,3.37282504530183,0
45000,full_650,ljs_en,200,0.006288648988575621,0.01545147271849348,0.6079823377355933,0.8367982643842697,3.094799854247733,0
45000,full_650,majestic_en,200,0.00597421653914684,0.01158860453887011,0.7428649605810642,0.8030566251277924,3.2786225282055246,0
45000,full_650,majestic_zh,200,0.006613756613756613,,0.7759907910227776,0.6942074632644654,3.3706411789202892,0
45000,full_650,majestic_mixed,50,0.005319148936170213,0.08333333333333333,0.7209967613220215,0.6710984885692597,3.377960185480005,0
50000,full_650,ljs_en,200,0.006498270621528142,0.01545147271849348,0.6296777708828449,0.8284331929683685,3.1438294870741252,0
50000,full_650,majestic_en,200,0.0049261083743842365,0.01110574601641719,0.7441292130947113,0.806109934747219,3.2941179633679805,0
50000,full_650,majestic_zh,200,0.0068783068783068784,,0.779321046769619,0.6822365590929985,3.3964322154236806,0
50000,full_650,majestic_mixed,50,0.01950354609929078,0.125,0.7231009817123413,0.6630949866771698,3.3910265679661613,0
55000,full_650,ljs_en,200,0.007441567969814484,0.017865765330758086,0.6058083395659923,0.8260214349627495,3.104397575491831,0
55000,full_650,majestic_en,200,0.0055549732732417985,0.01158860453887011,0.7463575471937657,0.807553608417511,3.2977863613175162,0
55000,full_650,majestic_zh,200,0.0068783068783068784,,0.7741551434993744,0.692891483604908,3.37647575347687,0
55000,full_650,majestic_mixed,50,0.024822695035460994,0.14583333333333334,0.7208085584640503,0.6764999198913574,3.384655997480839,0
60000,full_650,ljs_en,200,0.007651189602767006,0.01834862385321101,0.6334307381510734,0.8281025950610638,3.1015692197996407,0
60000,full_650,majestic_en,200,0.0055549732732417985,0.012554321583775953,0.7462796540558339,0.8042409393191338,3.2783628385937256,0
60000,full_650,majestic_zh,200,0.007936507936507936,,0.7788677704334259,0.7000732132792473,3.391883762722188,0
60000,full_650,majestic_mixed,50,0.026595744680851064,0.13541666666666666,0.7322154748439789,0.6770827496051788,3.358821076825336,0
65000,full_650,ljs_en,200,0.005450162456765538,0.01496861419604056,0.6304538859426976,0.8364587321877479,3.124627364927635,0
65000,full_650,majestic_en,200,0.004087621842574153,0.009174311926605505,0.7477865169942379,0.8107536762952805,3.290398707559345,0
65000,full_650,majestic_zh,200,0.006084656084656085,,0.7774029734730721,0.6945508041977883,3.403915619801196,0
65000,full_650,majestic_mixed,50,0.010638297872340425,0.0625,0.7349890780448913,0.6735976672172547,3.378337281832021,0
70000,full_650,ljs_en,200,0.004716486741431716,0.010140028971511348,0.6393456615507602,0.8327591413259506,3.160289091584933,0
70000,full_650,majestic_en,200,0.005135730007336757,0.010622887493964268,0.7467771551012993,0.8074500557780265,3.2904876327190324,0
70000,full_650,majestic_zh,200,0.0082010582010582,,0.7807276132702827,0.697787130177021,3.391062889953826,0
70000,full_650,majestic_mixed,50,0.005319148936170213,0.07291666666666667,0.7356696045398712,0.6775756669044495,3.3918742787272396,0
75000,full_650,ljs_en,200,0.0060790273556231,0.01545147271849348,0.6569843114167452,0.8365417689085006,3.185179126123602,0
75000,full_650,majestic_en,200,0.005240540823813018,0.01158860453887011,0.7510832557082177,0.8033387699723243,3.2888133716234322,0
75000,full_650,majestic_zh,200,0.00582010582010582,,0.7759888690710067,0.685178590118885,3.389565727421103,0
75000,full_650,majestic_mixed,50,0.010638297872340425,0.08333333333333333,0.7290556108951569,0.6613427293300629,3.3923374744000223,0
80000,full_650,ljs_en,200,0.0061838381720993605,0.01545147271849348,0.6332134658843279,0.8331878763437272,3.1446712722548567,0
80000,full_650,majestic_en,200,0.004611675924955455,0.010140028971511348,0.7523780146241188,0.8094225767254829,3.2899759497591448,0
80000,full_650,majestic_zh,200,0.006613756613756613,,0.7845769688487053,0.6868564939498901,3.3904793410454643,0
80000,full_650,majestic_mixed,50,0.015070921985815602,0.07291666666666667,0.7316190099716187,0.6700136125087738,3.3739003454868857,0
85000,full_650,ljs_en,200,0.0055549732732417985,0.013037180106228875,0.6387069284170867,0.8310201781988144,3.139834995659758,0
85000,full_650,majestic_en,200,0.005450162456765538,0.012071463061323033,0.7539498956501484,0.7999808329343796,3.288052073026801,0
85000,full_650,majestic_zh,200,0.0050264550264550265,,0.7828460705280303,0.689455723464489,3.3891142282609277,0
85000,full_650,majestic_mixed,50,0.023936170212765957,0.13541666666666666,0.7292421853542328,0.6643138837814331,3.3678930538069833,0
90000,full_650,ljs_en,200,0.005030919190860497,0.013037180106228875,0.6435932701826096,0.8298478883504867,3.1354519149656115,0
90000,full_650,majestic_en,200,0.003249135310764071,0.008691453404152583,0.7520241260528564,0.8049113762378692,3.3071163340180956,0
90000,full_650,majestic_zh,200,0.00582010582010582,,0.7805045479536057,0.6829846650362015,3.394699169940975,0
90000,full_650,majestic_mixed,50,0.01950354609929078,0.125,0.7321450543403626,0.6658457601070404,3.373798184070154,0
95000,full_650,ljs_en,200,0.0042972434755266745,0.010140028971511348,0.6567010535299778,0.839582604020834,3.168786946126646,0
95000,full_650,majestic_en,200,0.004821297557907976,0.01158860453887011,0.753764690309763,0.8045787811279297,3.2956755891127854,0
95000,full_650,majestic_zh,200,0.0068783068783068784,,0.782415791451931,0.6945349651575089,3.3990631690215825,0
95000,full_650,majestic_mixed,50,0.013297872340425532,0.10416666666666667,0.7348112404346466,0.6718974304199219,3.3942927399514726,0
100000,full_650,ljs_en,200,0.006288648988575621,0.01496861419604056,0.645430328398943,0.8391809126734734,3.1274168381288967,0
100000,full_650,majestic_en,200,0.004192432659050414,0.009174311926605505,0.749817112982273,0.8096019929647446,3.296261054699656,0
100000,full_650,majestic_zh,200,0.00582010582010582,,0.7800728785991669,0.6949638956785202,3.3949104899756595,0
100000,full_650,majestic_mixed,50,0.0062056737588652485,0.0625,0.7291388857364655,0.6735635411739349,3.3685887571647304,0
105000,full_650,ljs_en,200,0.004506865108479195,0.01158860453887011,0.6597803719341755,0.8442169927060604,3.1658648029189376,0
105000,full_650,majestic_en,200,0.004716486741431716,0.01110574601641719,0.7533498795330524,0.807172273695469,3.2906964890904478,0
105000,full_650,majestic_zh,200,0.0050264550264550265,,0.7804616492986679,0.6830775240063667,3.383986580793173,0
105000,full_650,majestic_mixed,50,0.01152482269503546,0.125,0.7366394805908203,0.6677848303318024,3.3804500301624176,0
110000,full_650,ljs_en,200,0.004821297557907976,0.014485755673587638,0.6544637456536293,0.843271701335907,3.14241403732907,0
110000,full_650,majestic_en,200,0.003982811026097893,0.009657170449058426,0.7561696232855319,0.8060393053293228,3.3036483142028255,0
110000,full_650,majestic_zh,200,0.007407407407407408,,0.7896369460225106,0.6990217819809914,3.389232594200476,0
110000,full_650,majestic_mixed,50,0.007978723404255319,0.0625,0.7355819714069366,0.6752997839450836,3.3788340124988365,0
115000,full_650,ljs_en,200,0.005030919190860497,0.0159343312409464,0.6608768554031849,0.8436885666847229,3.1546138333754046,0
115000,full_650,majestic_en,200,0.0042972434755266745,0.010140028971511348,0.7563612073659897,0.8068453958630561,3.305122786469068,0
115000,full_650,majestic_zh,200,0.006613756613756613,,0.7869554251432419,0.7003819024562836,3.3956821743033054,0
115000,full_650,majestic_mixed,50,0.014184397163120567,0.08333333333333333,0.7350756061077118,0.6822227084636688,3.3758976136028678,0
120000,full_650,ljs_en,200,0.004402054292002935,0.012554321583775953,0.6671096797287465,0.8485586321353913,3.1782152971726423,0
120000,full_650,majestic_en,200,0.004611675924955455,0.010622887493964268,0.7638361509144306,0.803543852865696,3.2935231716109423,0
120000,full_650,majestic_zh,200,0.006084656084656085,,0.7856855869293213,0.6964176046848297,3.3916607979436204,0
120000,full_650,majestic_mixed,50,0.0070921985815602835,0.0625,0.741660236120224,0.6768366181850434,3.385047092796437,0
125000,full_650,ljs_en,200,0.0049261083743842365,0.012554321583775953,0.6698362598568202,0.8307025609910488,3.207235239785425,0
125000,full_650,majestic_en,200,0.003878000209621633,0.01110574601641719,0.7558417361974716,0.8058814105391502,3.2791403363973064,0
125000,full_650,majestic_zh,200,0.005291005291005291,,0.7857569992542267,0.6966054505109787,3.3979818552489265,0
125000,full_650,majestic_mixed,50,0.013297872340425532,0.09375,0.7381558156013489,0.6769520175457001,3.369503554101077,0
130000,full_650,ljs_en,200,0.006288648988575621,0.01545147271849348,0.647492043748498,0.8282367220520973,3.1746608612108416,0
130000,full_650,majestic_en,200,0.003563567760192852,0.008691453404152583,0.757852530181408,0.8094376116991043,3.2881775888523617,0
130000,full_650,majestic_zh,200,0.004761904761904762,,0.7831275290250779,0.6942904847860336,3.400138574381538,0
130000,full_650,majestic_mixed,50,0.016843971631205674,0.08333333333333333,0.7339764952659606,0.6785783970355987,3.3662488964582895,0
135000,full_650,ljs_en,200,0.004716486741431716,0.012554321583775953,0.6666556313633919,0.8365717802941799,3.1733363718770433,0
135000,full_650,majestic_en,200,0.004716486741431716,0.010622887493964268,0.7615304805338383,0.8062970495223999,3.293706704881142,0
135000,full_650,majestic_zh,200,0.00582010582010582,,0.7838355898857117,0.6950539225339889,3.4059526861805023,0
135000,full_650,majestic_mixed,50,0.008865248226950355,0.0625,0.7383597898483276,0.677183313369751,3.3835251726255264,0
140000,full_650,ljs_en,200,0.003563567760192852,0.010140028971511348,0.6660718235373497,0.8419293320178985,3.185538275258298,0
140000,full_650,majestic_en,200,0.004192432659050414,0.01110574601641719,0.7603478921949863,0.8098881661891937,3.3029446978284343,0
140000,full_650,majestic_zh,200,0.005555555555555556,,0.7844640672206878,0.6985589197278023,3.4032971325307715,0
140000,full_650,majestic_mixed,50,0.0070921985815602835,0.08333333333333333,0.7339675188064575,0.6755634105205536,3.3944514144416655,0
145000,full_650,ljs_en,200,0.0034587569437165917,0.010622887493964268,0.6734584519267082,0.8400379544496537,3.174025228025206,0
145000,full_650,majestic_en,200,0.004506865108479195,0.013037180106228875,0.7599588984251022,0.8108838078379631,3.3033055383839907,0
145000,full_650,majestic_zh,200,0.00582010582010582,,0.7861754211783409,0.6894305017590523,3.4005900753775062,0
145000,full_650,majestic_mixed,50,0.0017730496453900709,0.07291666666666667,0.7346454131603241,0.6699644160270691,3.397690525392526,0
150000,full_650,ljs_en,200,0.0034587569437165917,0.009174311926605505,0.6689608676731587,0.8345567572116852,3.1926514986094428,0
150000,full_650,majestic_en,200,0.0034587569437165917,0.008691453404152583,0.7583701550960541,0.8102413907647132,3.30683865310352,0
150000,full_650,majestic_zh,200,0.0050264550264550265,,0.7854925915598869,0.6969833344221115,3.4062233885818944,0
150000,full_650,majestic_mixed,50,0.018617021276595744,0.10416666666666667,0.7273775827884674,0.6753088974952698,3.383384911267318,0
