step,model,language,pearson,std_ratio,mae_frames,mean_ratio
90000,FM,English,0.6371138751233618,0.6654859162602101,1.3500545732372844,1.0518382388879655
90000,FM,Chinese,0.6364682237780569,0.6622921575702668,1.2860696517412935,1.0589383362931442
90000,FM,Mixed,0.6412760480869827,0.684775861188001,1.3162474292042399,1.0514937239909328
90000,FM,all,0.638488279391431,0.6690513207206952,1.3261880540619095,1.053923880272772
90000,FM,speaker_0/English,0.6355274808786107,0.6595899563700103,1.3625449409347714,1.0617655447803764
90000,FM,speaker_1/Chinese,0.6364682237780569,0.6622921575702668,1.2860696517412935,1.0589383362931442
90000,FM,speaker_1/English,0.6412216164499535,0.6727839925259621,1.3235093464319825,1.030206034991765
90000,FM,speaker_1/Mixed,0.6412760480869827,0.684775861188001,1.3162474292042399,1.0514937239909328
90000,IMF,English,0.6604313842912509,0.6836131860573512,1.4084261078367168,1.0448503394855122
90000,IMF,Chinese,0.6729247871993277,0.6872521333014493,1.2755389718076284,1.0628654196032714
90000,IMF,Mixed,0.6825335915559058,0.6945696553712065,1.3295364657490902,1.0505799838144052
90000,IMF,all,0.6678549949446986,0.6872943525782842,1.3575303977135107,1.051084945949203
90000,IMF,speaker_0/English,0.6536671395633666,0.6756563973980775,1.4373394966615305,1.0521557428432122
90000,IMF,speaker_1/Chinese,0.6729247871993277,0.6872521333014493,1.2755389718076284,1.0628654196032714
90000,IMF,speaker_1/English,0.6747325921537611,0.6968376971434622,1.3469777595852095,1.0288546591429006
90000,IMF,speaker_1/Mixed,0.6825335915559058,0.6945696553712065,1.3295364657490902,1.0505799838144052
95000,FM,English,0.6310777704311273,0.6266081701194567,1.3343374808993669,1.0202501779324735
95000,FM,Chinese,0.6555579679786996,0.6482368263986135,1.223134328358209,1.0321548495982842
95000,FM,Mixed,0.6517478089279736,0.662284481272745,1.2738490745135262,1.0207092582566324
95000,FM,all,0.642748210522565,0.6406340811659128,1.2925931308433851,1.0239047619047619
95000,FM,speaker_0/English,0.6287479441797218,0.6227926882337514,1.3425141242937852,1.0280709219858155
95000,FM,speaker_1/Chinese,0.6555579679786996,0.6482368263986135,1.223134328358209,1.0321548495982842
95000,FM,speaker_1/English,0.6358366476679702,0.6295450339769815,1.316960021831082,1.0030561012879284
95000,FM,speaker_1/Mixed,0.6517478089279736,0.662284481272745,1.2738490745135262,1.0207092582566324
95000,IMF,English,0.6418473454434921,0.650163840597224,1.4052826893691335,1.0168709306779011
95000,IMF,Chinese,0.6734211317683501,0.6637613291558122,1.2407131011608623,1.0431894861422693
95000,IMF,Mixed,0.6647526422148102,0.647824770681342,1.3206771080525233,1.0227494531381458
95000,IMF,all,0.6549677910775321,0.6549981835788506,1.3442571331686286,1.0255968044620112
95000,IMF,speaker_0/English,0.6396598427067914,0.644428301508424,1.4327812018489985,1.0222423146473778
95000,IMF,speaker_1/Chinese,0.6734211317683501,0.6637613291558122,1.2407131011608623,1.0431894861422693
95000,IMF,speaker_1/English,0.6457606015808489,0.6587535915414053,1.3468413153226906,1.0050076804915515
95000,IMF,speaker_1/Mixed,0.6647526422148102,0.647824770681342,1.3206771080525233,1.0227494531381458
100000,FM,English,0.6302832491180808,0.6587388610008156,1.3433748089936695,1.044363016449979
100000,FM,Chinese,0.6580074918508229,0.6761337749843179,1.2699004975124377,1.0597573839662446
100000,FM,Mixed,0.6570789898620452,0.6938865468778826,1.3043822180034805,1.0487681061323946
100000,FM,all,0.6443853839065435,0.6720741583257012,1.315942450225258,1.0496989310061275
100000,FM,speaker_0/English,0.6338611200839118,0.6582130683700588,1.345724191063174,1.052205104753194
100000,FM,speaker_1/Chinese,0.6580074918508229,0.6761337749843179,1.2699004975124377,1.0597573839662446
100000,FM,speaker_1/English,0.6234810980334222,0.6562079387553543,1.3383817710465276,1.0272645125105162
100000,FM,speaker_1/Mixed,0.6570789898620452,0.6938865468778826,1.3043822180034805,1.0487681061323946
100000,IMF,English,0.6558776457911347,0.6718126115825761,1.426675398384632,1.0487001799456335
100000,IMF,Chinese,0.6719347931684141,0.6757666702026613,1.2762023217247098,1.0696366475055
100000,IMF,Mixed,0.6617052832564791,0.6701634564686861,1.337921214997627,1.0533184569090848
100000,IMF,all,0.661495715602664,0.6734981816087442,1.3691323935474495,1.0556147822935977
100000,IMF,speaker_0/English,0.6559173262042374,0.667543962501672,1.4475475089881868,1.054168812908076
100000,IMF,speaker_1/Chinese,0.6719347931684141,0.6757666702026613,1.2762023217247098,1.0696366475055
100000,IMF,speaker_1/English,0.6553075865728671,0.6774278245732818,1.3823168235775685,1.0366671772093738
100000,IMF,speaker_1/Mixed,0.6617052832564791,0.6701634564686861,1.337921214997627,1.0533184569090848
105000,FM,English,0.6463537454923942,0.6491940945159176,1.3290547915302335,1.034524820203558
105000,FM,Chinese,0.6636078317484111,0.6621524794105595,1.2439469320066334,1.0494842462262992
105000,FM,Mixed,0.6594654930001744,0.667902715716633,1.3162474292042399,1.0366712730459402
105000,FM,all,0.6546395278700093,0.6581310377633558,1.3022332025383907,1.0393646226190538
105000,FM,speaker_0/English,0.6503559864597249,0.6510059240727767,1.3271700051361068,1.04325601925021
105000,FM,speaker_1/Chinese,0.6636078317484111,0.6621524794105595,1.2439469320066334,1.0494842462262992
105000,FM,speaker_1/English,0.6390659562088713,0.6416787588278065,1.3330604448082959,1.0155067609477733
105000,FM,speaker_1/Mixed,0.6594654930001744,0.667902715716633,1.3162474292042399,1.0366712730459402
105000,IMF,English,0.6514367254864525,0.6691670286304503,1.4230953940187732,1.0443332758323272
105000,IMF,Chinese,0.6598022020778391,0.6670167598876812,1.275787728026534,1.0566137753118707
105000,IMF,Mixed,0.672096627522389,0.68288146275482,1.320202499604493,1.0436832710248898
105000,IMF,all,0.6574501509911671,0.6713967879613457,1.3643123576999467,1.0478778372877444
105000,IMF,speaker_0/English,0.6454870810621084,0.6621616843946596,1.4470980996404725,1.0516006533848967
105000,IMF,speaker_1/Chinese,0.6598022020778391,0.6670167598876812,1.275787728026534,1.0566137753118707
105000,IMF,speaker_1/English,0.6639315571655726,0.6802711925903254,1.3720835038886614,1.028423851584706
105000,IMF,speaker_1/Mixed,0.672096627522389,0.68288146275482,1.320202499604493,1.0436832710248898
110000,FM,English,0.6342897894202453,0.649406528039956,1.3345557738485048,1.0338741204065676
110000,FM,Chinese,0.6554999579094831,0.6611781380420954,1.2497512437810945,1.0494214759418654
110000,FM,Mixed,0.6487361242708131,0.6646027805949003,1.3018509729473184,1.0390770375883887
110000,FM,all,0.6439964590247322,0.6573588769500254,1.3047764375333042,1.0393640659055114
110000,FM,speaker_0/English,0.635082794231642,0.6476036126033301,1.3416153055983564,1.0419461892349984
110000,FM,speaker_1/Chinese,0.6554999579094831,0.6611781380420954,1.2497512437810945,1.0494214759418654
110000,FM,speaker_1/English,0.6329504851345601,0.6489031110381147,1.3195524628189386,1.016224969636573
110000,FM,speaker_1/Mixed,0.6487361242708131,0.6646027805949003,1.3018509729473184,1.0390770375883887
110000,IMF,English,0.6491085068816086,0.6559219798389274,1.4278978388998036,1.0327539723512877
110000,IMF,Chinese,0.6773645988953276,0.6725835395338716,1.2786898839137646,1.0637000106078285
110000,IMF,Mixed,0.6697535159318381,0.674271891260249,1.353108685334599,1.0482772503103297
110000,IMF,all,0.6606212729803267,0.6652982693691859,1.3728624715399893,1.044342739845104
110000,IMF,speaker_0/English,0.6432565677523693,0.6527545400789481,1.4503723677452491,1.0398668783245608
110000,IMF,speaker_1/Chinese,0.6773645988953276,0.6725835395338716,1.2786898839137646,1.0637000106078285
110000,IMF,speaker_1/English,0.6614061502802677,0.6589598478465413,1.3801337153772684,1.0171730112249877
110000,IMF,speaker_1/Mixed,0.6697535159318381,0.674271891260249,1.353108685334599,1.0482772503103297
