step,model,language,pearson,std_ratio,mae_frames,mean_ratio
5000,FM,speaker_1/Chinese,0.6252716979423131,0.615924249631085,1.2970149253731342,1.037649964714185
5000,FM,speaker_1/English,0.6304911024986948,0.6414655954929327,1.3132760267430754,1.0077264764764764
5000,FM,speaker_1/Mixed,0.6398955487576602,0.6285401151322593,1.3423508938459106,1.021364925070879
5000,IMF,English,0.6414550733676619,0.6156995516030297,1.4068107400130976,0.9974193919742131
5000,IMF,Chinese,0.6421185511145469,0.6184389963790611,1.3048092868988392,1.0296031912660089
5000,IMF,Mixed,0.6478227039271276,0.6104997807550894,1.3638664768232875,1.0088753432915802
5000,IMF,all,0.6426450351596456,0.6178761115808846,1.3704403429734051,1.008826005343707
5000,IMF,speaker_0/English,0.6371431706082992,0.6085781331085979,1.4410631741140216,1.0029809580855005
5000,IMF,speaker_1/Chinese,0.6421185511145469,0.6184389963790611,1.3048092868988392,1.0296031912660089
5000,IMF,speaker_1/English,0.650452560911522,0.627426442754305,1.3340155546459271,0.9851155624036981
5000,IMF,speaker_1/Mixed,0.6478227039271276,0.6104997807550894,1.3638664768232875,1.0088753432915802
10000,FM,English,0.643642246482335,0.6566177932289088,1.3733682602051953,1.0464833174266182
10000,FM,Chinese,0.639480577957296,0.64232904515067,1.302653399668325,1.0538721725036995
10000,FM,Mixed,0.6530130067906416,0.6522564599380581,1.3459895586141433,1.043652138548092
10000,FM,all,0.6445644705800477,0.6525180336303025,1.348520079445817,1.0482609339938185
10000,FM,speaker_0/English,0.6495888402952005,0.6548933210024263,1.3857216230097587,1.0557554466385244
10000,FM,speaker_1/Chinese,0.639480577957296,0.64232904515067,1.302653399668325,1.0538721725036995
10000,FM,speaker_1/English,0.6314161472178125,0.6542563840685237,1.3471142038477282,1.0260845175766642
10000,FM,speaker_1/Mixed,0.6530130067906416,0.6522564599380581,1.3459895586141433,1.043652138548092
10000,IMF,English,0.6593329487986016,0.6414483755908815,1.4107836716874045,1.0291942874087678
10000,IMF,Chinese,0.6553849224586874,0.6481511642751254,1.2898009950248757,1.052560813799204
10000,IMF,Mixed,0.6580992312260536,0.6398559951272847,1.3459895586141433,1.0390632919947282
10000,IMF,all,0.6579002723139372,0.6441997613127785,1.3655234219832388,1.0376536119459348
10000,IMF,speaker_0/English,0.6553220712272972,0.6410151910088094,1.4345146379044684,1.0363979883859853
10000,IMF,speaker_1/Chinese,0.6553849224586874,0.6481511642751254,1.2898009950248757,1.052560813799204
10000,IMF,speaker_1/English,0.6679081602312791,0.6372116319197447,1.3603492973120481,1.0132682207684511
10000,IMF,speaker_1/Mixed,0.6580992312260536,0.6398559951272847,1.3459895586141433,1.0390632919947282
15000,FM,English,0.6522116528541362,0.6680965425118338,1.3658153241650295,1.0517159774744753
15000,FM,Chinese,0.6493463201003061,0.6866065687677636,1.3455223880597016,1.0834355613192668
15000,FM,Mixed,0.6574717550237567,0.673317931973055,1.3750988767600063,1.062369642736998
15000,FM,all,0.6523333315355136,0.6772288993953701,1.361308918277382,1.0628904710611353
15000,FM,speaker_0/English,0.655872409328343,0.6615803065917455,1.3780174627632256,1.058239613607964
15000,FM,speaker_1/Chinese,0.6493463201003061,0.6866065687677636,1.3455223880597016,1.0834355613192668
15000,FM,speaker_1/English,0.644255034123899,0.6772096154524192,1.3398826579342338,1.037332838038633
15000,FM,speaker_1/Mixed,0.6574717550237567,0.673317931973055,1.3750988767600063,1.062369642736998
15000,IMF,English,0.6493545112841073,0.6520841952064328,1.410259768609474,1.035875388329438
15000,IMF,Chinese,0.6591394543398159,0.6675649118956366,1.3156716417910448,1.0737625077481625
15000,IMF,Mixed,0.6601504794141364,0.6589587159833019,1.3698781838316723,1.0516753185464844
15000,IMF,all,0.6536905393694825,0.6598390345000853,1.3764472218185342,1.0495944282543055
15000,IMF,speaker_0/English,0.6519894690540669,0.6471495508361153,1.4341294298921416,1.0439839702863847
15000,IMF,speaker_1/Chinese,0.6591394543398159,0.6675649118956366,1.3156716417910448,1.0737625077481625
15000,IMF,speaker_1/English,0.6433073163184669,0.6570268190006174,1.3595306317369356,1.0179266860357299
15000,IMF,speaker_1/Mixed,0.6601504794141364,0.6589587159833019,1.3698781838316723,1.0516753185464844
20000,FM,English,0.6421210890863109,0.6692541668092123,1.376118751364331,1.064461029318996
20000,FM,Chinese,0.6301910163378254,0.6597427084150655,1.344776119402985,1.0816994038721932
20000,FM,Mixed,0.6547213307601596,0.6705992700078662,1.3768391077361177,1.0690830549087105
20000,FM,all,0.6411033657453722,0.6682181611208837,1.3670735842658528,1.0703556561515695
20000,FM,speaker_0/English,0.6381961562052143,0.6579436840685758,1.3942604006163328,1.0707810911555404
20000,FM,speaker_1/Chinese,0.6301910163378254,0.6597427084150655,1.344776119402985,1.0816994038721932
20000,FM,speaker_1/English,0.6501032099548426,0.6886577227055269,1.337563105471415,1.0505665062858918
20000,FM,speaker_1/Mixed,0.6547213307601596,0.6705992700078662,1.3768391077361177,1.0690830549087105
20000,IMF,English,0.6513548067389939,0.6755673096782764,1.4282034490285964,1.0495838413317076
20000,IMF,Chinese,0.6638350153883401,0.6867360670891736,1.3466832504145938,1.0887764162670928
20000,IMF,Mixed,0.6642801686223059,0.6746335385406035,1.3766809049201076,1.0641930496739933
20000,IMF,all,0.656857129930135,0.6805719908571265,1.3965024463498523,1.0634702020175473
20000,IMF,speaker_0/English,0.6469896969726647,0.6651364966036153,1.4594247560349256,1.0555082676341312
20000,IMF,speaker_1/Chinese,0.6638350153883401,0.6867360670891736,1.3466832504145938,1.0887764162670928
20000,IMF,speaker_1/English,0.6605017643781739,0.6945062331432892,1.3618501841997543,1.0365208294874164
20000,IMF,speaker_1/Mixed,0.6642801686223059,0.6746335385406035,1.3766809049201076,1.0641930496739933
25000,FM,English,0.6399706343664222,0.6552928570062262,1.368085570836062,1.0466473999650872
25000,FM,Chinese,0.6492854586709637,0.6654774709300474,1.3050580431177445,1.0685803739468454
25000,FM,Mixed,0.6600621590444294,0.6560457837909911,1.3262142066128777,1.049777568077649
25000,FM,all,0.6466235724327289,0.6604437444156395,1.343264060456329,1.0537125802182041
25000,FM,speaker_0/English,0.6451721392823485,0.6540380192829094,1.386171032357473,1.0581250882394466
25000,FM,speaker_1/Chinese,0.6492854586709637,0.6654774709300474,1.3050580431177445,1.0685803739468454
25000,FM,speaker_1/English,0.6301736822910818,0.6509211339306622,1.3296493382453267,1.0214657415437989
25000,FM,speaker_1/Mixed,0.6600621590444294,0.6560457837909911,1.3262142066128777,1.049777568077649
25000,IMF,English,0.6544199982961786,0.6623586144326883,1.41353416284654,1.0406863730813058
25000,IMF,Chinese,0.6645612002260243,0.6739779801387238,1.3087064676616915,1.0678671820098382
25000,IMF,Mixed,0.661242772168361,0.6699652808006723,1.3660813162474292,1.0502059818468032
25000,IMF,all,0.658612370714772,0.6686447171748802,1.3756479193915614,1.050264107525757
25000,IMF,speaker_0/English,0.6496965682794754,0.655635057527429,1.4433102208525936,1.046486080596268
25000,IMF,speaker_1/Chinese,0.6645612002260243,0.6739779801387238,1.3087064676616915,1.0678671820098382
25000,IMF,speaker_1/English,0.6641316195401856,0.6729298724361632,1.3502524218856597,1.0278606353208894
25000,IMF,speaker_1/Mixed,0.661242772168361,0.6699652808006723,1.3660813162474292,1.0502059818468032
30000,FM,English,0.642401224395537,0.6783157348729888,1.3588299497926217,1.0558579650765778
30000,FM,Chinese,0.6431674517232389,0.666571537556251,1.3111940298507463,1.0704893181978425
30000,FM,Mixed,0.6580831691354486,0.6672666715969046,1.3363391868375256,1.0554765773084214
30000,FM,all,0.6459216791312957,0.6743529296014962,1.3414716853170567,1.060195141588889
30000,FM,speaker_0/English,0.6438563638115696,0.674111846831143,1.3723035439137135,1.0634864312478711
30000,FM,speaker_1/Chinese,0.6431674517232389,0.666571537556251,1.3111940298507463,1.0704893181978425
30000,FM,speaker_1/English,0.6392118961293325,0.6824210254592393,1.330195115295402,1.0390902851438197
30000,FM,speaker_1/Mixed,0.6580831691354486,0.6672666715969046,1.3363391868375256,1.0554765773084214
30000,IMF,English,0.6464792965766828,0.6848843062969,1.4069853743724077,1.0395320267961685
30000,IMF,Chinese,0.6634601978336586,0.6718765721277622,1.2853233830845772,1.0608816983998022
30000,IMF,Mixed,0.658806650644771,0.670932858243885,1.3550071191267206,1.0433669171412205
30000,IMF,all,0.6534996917270379,0.6798866873638688,1.3634888339873081,1.0464751245478743
30000,IMF,speaker_0/English,0.6421267034474047,0.6833600453452803,1.4388803287108372,1.0445996327416394
30000,IMF,speaker_1/Chinese,0.6634601978336586,0.6718765721277622,1.2853233830845772,1.0608816983998022
30000,IMF,speaker_1/English,0.6548245427468974,0.6837597681299592,1.3392004366216401,1.02825750541628
30000,IMF,speaker_1/Mixed,0.658806650644771,0.670932858243885,1.3550071191267206,1.0433669171412205
35000,FM,English,0.6394784853662888,0.6424926239784217,1.3419340755293605,1.0291175123961307
35000,FM,Chinese,0.6471301626734044,0.6524948567825514,1.246849087893864,1.0462771686353445
35000,FM,Mixed,0.6457634186755419,0.6497962083346677,1.3021673785793386,1.0299109108770026
35000,FM,all,0.643395587947423,0.6483592763078624,1.3080705323838588,1.034388886240738
35000,FM,speaker_0/English,0.6421995670001645,0.6426409824798511,1.3530431432973806,1.0408426910464075
35000,FM,speaker_1/Chinese,0.6471301626734044,0.6524948567825514,1.246849087893864,1.0462771686353445
35000,FM,speaker_1/English,0.6352887255035583,0.6356154483791656,1.3183244644562697,1.0034769651061717
35000,FM,speaker_1/Mixed,0.6457634186755419,0.6497962083346677,1.3021673785793386,1.0299109108770026
35000,IMF,English,0.6600971293100549,0.628628692707811,1.3873390089500108,1.0168787278245301
35000,IMF,Chinese,0.6692592061770514,0.6602966192625336,1.2577943615257048,1.0593843976649566
35000,IMF,Mixed,0.6563400368628026,0.6540977931961396,1.3184622686283816,1.0326742345134234
35000,IMF,all,0.6613845602077392,0.6443393039230002,1.3389526716078088,1.031940336081566
35000,IMF,speaker_0/English,0.6541467383602326,0.6189480081415333,1.4186569080636877,1.0214417899233328
35000,IMF,speaker_1/Chinese,0.6692592061770514,0.6602966192625336,1.2577943615257048,1.0593843976649566
35000,IMF,speaker_1/English,0.6725200682880272,0.6462697935509824,1.3207804611816074,1.0068135780492298
35000,IMF,speaker_1/Mixed,0.6563400368628026,0.6540977931961396,1.3184622686283816,1.0326742345134234
40000,FM,English,0.6425178136387835,0.6661875023098504,1.3497489631084916,1.0498713249629572
40000,FM,Chinese,0.6521856370641532,0.6632400302620542,1.2796019900497513,1.061897460300675
40000,FM,Mixed,0.6469301868598818,0.6618742156428394,1.3092865052997944,1.0441445717773106
40000,FM,all,0.6468587991768623,0.6659036272798747,1.3230635082110158,1.0525906036003114
40000,FM,speaker_0/English,0.6432951931031685,0.6622039451428442,1.3672316384180792,1.059823963657013
40000,FM,speaker_1/Chinese,0.6521856370641532,0.6632400302620542,1.2796019900497513,1.061897460300675
40000,FM,speaker_1/English,0.6415414421545884,0.6689849797667011,1.3125938054304815,1.0280612244897958
40000,FM,speaker_1/Mixed,0.6469301868598818,0.6618742156428394,1.3092865052997944,1.0441445717773106
40000,IMF,English,0.6559794284968135,0.6656192204226782,1.3949356035800045,1.0338135983424142
40000,IMF,Chinese,0.653456690558704,0.6676811831368727,1.2885572139303483,1.061914359463951
40000,IMF,Mixed,0.66931967835745,0.6656272098632684,1.3270052206929284,1.0440724867546316
40000,IMF,all,0.6573540936822027,0.6676047200482829,1.353461221721649,1.0437558744611248
40000,IMF,speaker_0/English,0.6507921327144527,0.6549174563765036,1.416602465331279,1.036088735009563
40000,IMF,speaker_1/Chinese,0.653456690558704,0.6676811831368727,1.2885572139303483,1.061914359463951
40000,IMF,speaker_1/English,0.6666448764348669,0.6870015389837393,1.348887979260472,1.0288175603176064
40000,IMF,speaker_1/Mixed,0.66931967835745,0.6656272098632684,1.3270052206929284,1.0440724867546316
45000,FM,English,0.6239123973827196,0.6232645024255512,1.3460816415629775,1.0212486244875305
45000,FM,Chinese,0.6528328370618217,0.6493931326049464,1.2659203980099503,1.048554933581343
45000,FM,Mixed,0.6421174663108468,0.6496611305523329,1.3116595475399462,1.0283120739690896
45000,FM,all,0.6364625206500594,0.6384253269900306,1.3173957273652086,1.0305741904812211
45000,FM,speaker_0/English,0.6243317889772272,0.6183569224026667,1.3582434514637904,1.0323019766881256
45000,FM,speaker_1/Chinese,0.6528328370618217,0.6493931326049464,1.2659203980099503,1.048554933581343
45000,FM,speaker_1/English,0.6242109331005887,0.62679427625078,1.3202346841315322,0.9970155749681351
45000,FM,speaker_1/Mixed,0.6421174663108468,0.6496611305523329,1.3116595475399462,1.0283120739690896
45000,IMF,English,0.6446169049224865,0.6513080124323893,1.3938877974241433,1.023582089552239
45000,IMF,Chinese,0.6626174805828999,0.6710163498870227,1.2691542288557214,1.0585529807182026
45000,IMF,Mixed,0.6456852016519656,0.6569608715642677,1.3320677108052523,1.0356276939655173
45000,IMF,all,0.6499168676057867,0.6600425941168608,1.3479872111611684,1.03586460152781
45000,IMF,speaker_0/English,0.640769312576117,0.6428629948164581,1.4218669748330766,1.0287924004875793
45000,IMF,speaker_1/Chinese,0.6626174805828999,0.6710163498870227,1.2691542288557214,1.0585529807182026
45000,IMF,speaker_1/English,0.6524573441186781,0.6662346171655994,1.3344248874334834,1.012131662407242
45000,IMF,speaker_1/Mixed,0.6456852016519656,0.6569608715642677,1.3320677108052523,1.0356276939655173
50000,FM,English,0.6362275976950634,0.661387925646007,1.353678236192971,1.0465098176581626
50000,FM,Chinese,0.6478260441000093,0.6656225281081727,1.2907960199004975,1.0641980949702998
50000,FM,Mixed,0.660588654220665,0.6738077682355122,1.3159310235722197,1.0493033951034763
50000,FM,all,0.6444581572740048,0.6665237273461222,1.329530591483796,1.0522647531281706
50000,FM,speaker_0/English,0.6372434054825508,0.6600849210347381,1.3728813559322033,1.0570360510888959
50000,FM,speaker_1/Chinese,0.6478260441000093,0.6656225281081727,1.2907960199004975,1.0641980949702998
50000,FM,speaker_1/English,0.6347767365057384,0.65768984516339,1.3128666939555191,1.0233889027121175
50000,FM,speaker_1/Mixed,0.660588654220665,0.6738077682355122,1.3159310235722197,1.0493033951034763
50000,IMF,English,0.6476272554082639,0.6413550139475803,1.408688059375682,1.0246105410671607
50000,IMF,Chinese,0.6692884883570436,0.6577139195075934,1.2750414593698176,1.0587613798446882
50000,IMF,Mixed,0.6653025636925531,0.6529680703570581,1.3247903812687867,1.037457206148889
50000,IMF,all,0.6567915993042586,0.6501090746932506,1.3568037591435353,1.0367832842330393
50000,IMF,speaker_0/English,0.642619108660039,0.6366606749841736,1.4431818181818181,1.033924602675389
50000,IMF,speaker_1/Chinese,0.6692884883570436,0.6577139195075934,1.2750414593698176,1.0587613798446882
50000,IMF,speaker_1/English,0.6592369813472659,0.6465733171928312,1.3353799972711147,1.0041970467495864
50000,IMF,speaker_1/Mixed,0.6653025636925531,0.6529680703570581,1.3247903812687867,1.037457206148889
55000,FM,English,0.6241485467697987,0.6452872164400704,1.3652477624972714,1.0378377326548682
55000,FM,Chinese,0.6489722398933763,0.6575819330230442,1.283084577114428,1.0575347283277652
55000,FM,Mixed,0.6543087389815659,0.6759283789585453,1.296313874386964,1.043813387423935
55000,FM,all,0.6372301062444997,0.6559209004479957,1.3306932131957565,1.044691408912916
55000,FM,speaker_0/English,0.6183748986057581,0.638917265329928,1.3754494093477145,1.0438328959500676
55000,FM,speaker_1/Chinese,0.6489722398933763,0.6575819330230442,1.283084577114428,1.0575347283277652
55000,FM,speaker_1/English,0.6354536710884477,0.6551119192182603,1.3435666530222403,1.0247475686055876
55000,FM,speaker_1/Mixed,0.6543087389815659,0.6759283789585453,1.296313874386964,1.043813387423935
55000,IMF,English,0.65123575665134,0.6702490559624152,1.4248853962017027,1.046161800894319
55000,IMF,Chinese,0.6689994089466141,0.6765920761269623,1.2999170812603649,1.0729548391665338
55000,IMF,Mixed,0.6677800844136161,0.6729100533329825,1.3396614459737384,1.0548407793874313
55000,IMF,all,0.6590711892948704,0.6737088169659422,1.3753330426779053,1.055453796375507
55000,IMF,speaker_0/English,0.650836896632745,0.6661827553725123,1.4507575757575757,1.0532291318399645
55000,IMF,speaker_1/Chinese,0.6689994089466141,0.6765920761269623,1.2999170812603649,1.0729548391665338
55000,IMF,speaker_1/English,0.6519364386884996,0.6752255725585494,1.3699003956883613,1.0306250574219828
55000,IMF,speaker_1/Mixed,0.6677800844136161,0.6729100533329825,1.3396614459737384,1.0548407793874313
60000,FM,English,0.622167872654839,0.6414891788911037,1.3631084915957214,1.035733887407872
60000,FM,Chinese,0.6509303932272488,0.6560448287989246,1.2567164179104477,1.0504684088187646
60000,FM,Mixed,0.6487440661964504,0.6605177220255903,1.2983705109950958,1.0391711320626738
60000,FM,all,0.6364691023996735,0.6510924750661393,1.322118878070048,1.0407156436863403
60000,FM,speaker_0/English,0.6185778614143992,0.6348503788485339,1.3803287108371853,1.0441815272062185
60000,FM,speaker_1/Chinese,0.6509303932272488,0.6560448287989246,1.2567164179104477,1.0504684088187646
60000,FM,speaker_1/English,0.6299731461920027,0.6509120019058792,1.3265111202073954,1.0172865701447829
60000,FM,speaker_1/Mixed,0.6487440661964504,0.6605177220255903,1.2983705109950958,1.0391711320626738
60000,IMF,English,0.6439905330365205,0.6444194982282319,1.4016590264134468,1.0210507082616098
60000,IMF,Chinese,0.6753114643655211,0.6634748421422004,1.2476782752902156,1.0525729048697623
60000,IMF,Mixed,0.6595903332766924,0.64575611745236,1.320360702420503,1.0256711804038843
60000,IMF,all,0.6557963002742943,0.6519318363645613,1.3442329118829628,1.0311363397456113
60000,IMF,speaker_0/English,0.6325960797406293,0.6371790953212972,1.4296353364149974,1.0253773730082119
60000,IMF,speaker_1/Chinese,0.6753114643655211,0.6634748421422004,1.2476782752902156,1.0525729048697623
60000,IMF,speaker_1/English,0.6671250562159627,0.6568392791995787,1.3422022103970528,1.0115363317541377
60000,IMF,speaker_1/Mixed,0.6595903332766924,0.64575611745236,1.320360702420503,1.0256711804038843
65000,FM,English,0.6341194021679419,0.6624120241237642,1.3456013970748746,1.0487483015806298
65000,FM,Chinese,0.6514861999639951,0.6784867941019161,1.2966003316749586,1.0682903701622535
65000,FM,Mixed,0.6502378459750042,0.6826951953137618,1.3279544375889891,1.0537536627260786
65000,FM,all,0.6430822936078475,0.6730682862183969,1.3285859613428281,1.0554250026463425
65000,FM,speaker_0/English,0.6309932428998104,0.6565097868588576,1.358692860811505,1.0545891931902294
65000,FM,speaker_1/Chinese,0.6514861999639951,0.6784867941019161,1.2966003316749586,1.0682903701622535
65000,FM,speaker_1/English,0.6402668379865654,0.6713400746666296,1.3177786874061945,1.0359449592811008
65000,FM,speaker_1/Mixed,0.6502378459750042,0.6826951953137618,1.3279544375889891,1.0537536627260786
65000,IMF,English,0.6442234331953921,0.6460314826796179,1.4059375682165467,1.0275907641329645
65000,IMF,Chinese,0.669607877992003,0.6688506360956239,1.2719734660033168,1.060883554015592
65000,IMF,Mixed,0.684226554987275,0.684871040622726,1.3266888150609082,1.0515881043900466
65000,IMF,all,0.6581334500493552,0.6610426979809612,1.3546722860049412,1.0412024506409854
65000,IMF,speaker_0/English,0.6397960701043762,0.6417071083950879,1.4273882896764252,1.0321235284271604
65000,IMF,speaker_1/Chinese,0.669607877992003,0.6688506360956239,1.2719734660033168,1.060883554015592
65000,IMF,speaker_1/English,0.6530527404151761,0.6526009127020439,1.3603492973120481,1.0176612582882636
65000,IMF,speaker_1/Mixed,0.684226554987275,0.684871040622726,1.3266888150609082,1.0515881043900466
70000,FM,English,0.6307354611213413,0.637470218072049,1.336651386160227,1.0217781593942705
70000,FM,Chinese,0.6480096271320145,0.6532643907287555,1.253150912106136,1.042516139246073
70000,FM,Mixed,0.6525867141332855,0.669221172875414,1.2971048884670147,1.0402668653481442
70000,FM,all,0.6402727363186174,0.6499556166325027,1.306205493387589,1.0309109681518545
70000,FM,speaker_0/English,0.6332281327433266,0.634328529516675,1.3433487416538263,1.028104241185488
70000,FM,speaker_1/Chinese,0.6480096271320145,0.6532643907287555,1.253150912106136,1.042516139246073
70000,FM,speaker_1/English,0.6250803544898402,0.6399508584269665,1.3224177923318325,1.0078661505805968
70000,FM,speaker_1/Mixed,0.6525867141332855,0.669221172875414,1.2971048884670147,1.0402668653481442
70000,IMF,English,0.654713761427383,0.6632603507792955,1.3997380484610347,1.0341669466711467
70000,IMF,Chinese,0.6755540760851806,0.6785162188967095,1.2580431177446103,1.0624966841742267
70000,IMF,Mixed,0.6646212436750257,0.6668781964000894,1.3377630121816169,1.0444953819186948
70000,IMF,all,0.6623418640952224,0.6696979264277576,1.3488591774451388,1.0441910304762105
70000,IMF,speaker_0/English,0.6502882382588198,0.6583397485312006,1.4239214175654853,1.0393053399890935
70000,IMF,speaker_1/Chinese,0.6755540760851806,0.6785162188967095,1.2580431177446103,1.0624966841742267
70000,IMF,speaker_1/English,0.6636837703536896,0.6709572772000439,1.348342202210397,1.0229110512129378
70000,IMF,speaker_1/Mixed,0.6646212436750257,0.6668781964000894,1.3377630121816169,1.0444953819186948
75000,FM,English,0.6305486627501857,0.6680685817724065,1.3453831041257367,1.0448904145761817
75000,FM,Chinese,0.6532630180478249,0.683600360556623,1.2774461028192372,1.0621277343406834
75000,FM,Mixed,0.6513118132899555,0.6803853840551862,1.3084954912197437,1.0491781054058635
75000,FM,all,0.6419678335675532,0.6769597668643293,1.3198905197887905,1.050760856314498
75000,FM,speaker_0/English,0.6352592348402533,0.6676662398516201,1.349768875192604,1.0536157113131714
75000,FM,speaker_1/Chinese,0.6532630180478249,0.683600360556623,1.2774461028192372,1.0621277343406834
75000,FM,speaker_1/English,0.6212912808539441,0.6644478488526955,1.3360622185837085,1.0258080603434843
75000,FM,speaker_1/Mixed,0.6513118132899555,0.6803853840551862,1.3084954912197437,1.0491781054058635
75000,IMF,English,0.6452590525490848,0.6707849257013119,1.4092119624536128,1.0326849443895323
75000,IMF,Chinese,0.6757750977539464,0.6734157110205647,1.260530679933665,1.0580648585531556
75000,IMF,Mixed,0.6608854065428289,0.6688955444910307,1.3376048093656068,1.041090358404846
75000,IMF,all,0.6568531521634625,0.6724695266638762,1.3548176137189363,1.041529050382
75000,IMF,speaker_0/English,0.6428116290040761,0.667996600527513,1.4350282485875707,1.038135298132234
75000,IMF,speaker_1/Chinese,0.6757750977539464,0.6734157110205647,1.260530679933665,1.0580648585531556
75000,IMF,speaker_1/English,0.6494297470940046,0.6726556332167765,1.3543457497612226,1.020610922554767
75000,IMF,speaker_1/Mixed,0.6608854065428289,0.6688955444910307,1.3376048093656068,1.041090358404846
80000,FM,English,0.6295653406394593,0.6465166657120293,1.3480462781052172,1.039186245068598
80000,FM,Chinese,0.656549033024882,0.6696469511207271,1.2617744610281925,1.0533148541253663
80000,FM,Mixed,0.666537469556075,0.6843124641333513,1.3078626799557032,1.0450353052467989
80000,FM,all,0.6451849203163181,0.6621571255873667,1.316693310080899,1.0443771286698003
80000,FM,speaker_0/English,0.6303188675806467,0.6446161459225787,1.3552901900359529,1.045034097245057
80000,FM,speaker_1/Chinese,0.656549033024882,0.6696469511207271,1.2617744610281925,1.0533148541253663
80000,FM,speaker_1/English,0.627755014019123,0.6471780944922422,1.3326511120207396,1.0263841507308067
80000,FM,speaker_1/Mixed,0.666537469556075,0.6843124641333513,1.3078626799557032,1.0450353052467989
80000,IMF,English,0.6508770220139987,0.6901329356040946,1.4212617332460162,1.0506836059134068
80000,IMF,Chinese,0.6744324188075993,0.7082791144453185,1.3107794361525704,1.085373642750692
80000,IMF,Mixed,0.6612767030645254,0.7046103774833371,1.3700363866476823,1.0670134432209686
80000,IMF,all,0.6592612625537003,0.699359825412046,1.3811461512377077,1.0634958995077308
80000,IMF,speaker_0/English,0.6479461274373031,0.6844253497529572,1.4390729327170004,1.0544137114192156
80000,IMF,speaker_1/Chinese,0.6744324188075993,0.7082791144453185,1.3107794361525704,1.085373642750692
80000,IMF,speaker_1/English,0.6564420363587136,0.7000562636978636,1.3834083776777186,1.0424742394504416
80000,IMF,speaker_1/Mixed,0.6612767030645254,0.7046103774833371,1.3700363866476823,1.0670134432209686
85000,FM,English,0.6387169831449281,0.6701253198683045,1.344597249508841,1.0537565971780234
85000,FM,Chinese,0.6545289910199357,0.6705030032043764,1.2558872305140962,1.051236997469778
85000,FM,Mixed,0.6567444075539375,0.6837965021607091,1.299952539155197,1.042399837574445
85000,FM,all,0.6475852337552763,0.6733063575782368,1.3118490529477305,1.0512166540290893
85000,FM,speaker_0/English,0.640485588049492,0.6714458907169447,1.3488700564971752,1.0638452858754803
85000,FM,speaker_1/Chinese,0.6545289910199357,0.6705030032043764,1.2558872305140962,1.051236997469778
85000,FM,speaker_1/English,0.6360657955048358,0.6627447941245935,1.3355164415336336,1.0317618484150215
85000,FM,speaker_1/Mixed,0.6567444075539375,0.6837965021607091,1.299952539155197,1.042399837574445
85000,IMF,English,0.6452123483418318,0.6614852051685906,1.4166339227242961,1.0292533601186205
85000,IMF,Chinese,0.6681821093312653,0.6784190910073696,1.265339966832504,1.0561428318896942
85000,IMF,Mixed,0.6633410076771621,0.6805374149907077,1.334124347413384,1.041995367417503
85000,IMF,all,0.6549083863180306,0.6708695335803849,1.3598071985661,1.0392102423334415
85000,IMF,speaker_0/English,0.6425877271021834,0.6561479994377408,1.441255778120185,1.0347302390920345
85000,IMF,speaker_1/Chinese,0.6681821093312653,0.6784190910073696,1.265339966832504,1.0561428318896942
85000,IMF,speaker_1/English,0.6501103058625363,0.6692909166836908,1.364306180925092,1.0171885532201728
85000,IMF,speaker_1/Mixed,0.6633410076771621,0.6805374149907077,1.334124347413384,1.041995367417503
