step,model,group,samples,cer_micro,wer_micro,wavlm_similarity_mean,camp_similarity_mean,dnsmos_ovrl_mean,dnsmos_sig_mean,dnsmos_bak_mean
10000,FM,majestic_mixed,50,0.013297872340425532,0.07291666666666667,0.7068584609031677,0.6504828536510467,3.325240832592072,3.5877911755695227,4.1078029480739415
10000,FM,ljs_en,200,0.014883135939628969,0.027522935779816515,0.53433410204947,0.81387885004282,2.865320928434114,3.3778092417858754,3.5516189291480846
10000,IMF,majestic_zh,200,0.0050264550264550265,,0.7667614448070527,0.6491185620427131,3.345219281816918,3.5932322044211458,4.127697460477375
10000,IMF,majestic_en,200,0.0049261083743842365,0.010622887493964268,0.7110351347923278,0.7807433179020882,3.1481190735954088,3.409726182636037,4.079174227501069
10000,IMF,majestic_mixed,50,0.0008865248226950354,0.052083333333333336,0.7075982534885407,0.6284242570400238,3.326197486548492,3.5731870709843445,4.132039167757202
10000,IMF,ljs_en,200,0.005030919190860497,0.01496861419604056,0.5809423465281724,0.78249373793602,2.888316549085206,3.305492745079267,3.715516105098804
15000,FM,majestic_zh,200,0.011375661375661376,,0.7628574711084366,0.6833813264966011,3.365925631451252,3.6204246939273235,4.123744023166208
15000,FM,majestic_en,200,0.005659784089718059,0.014485755673587638,0.7212249863147736,0.794115754365921,3.244841960401889,3.5006768169961764,4.113487391710983
15000,FM,majestic_mixed,50,0.016843971631205674,0.09375,0.7167709875106811,0.6635108470916748,3.353665321420391,3.6034176134729563,4.1391821769608015
15000,FM,ljs_en,200,0.008384865318100829,0.016900048285852245,0.5554345507919788,0.8092388170957565,3.0142288896026086,3.452644475136013,3.72580784876624
15000,IMF,majestic_zh,200,0.006084656084656085,,0.7698058277368546,0.6593097177147865,3.3725161873935683,3.617979990927101,4.132692119383856
15000,IMF,majestic_en,200,0.0049261083743842365,0.01158860453887011,0.7274692986905574,0.7712657538056373,3.1978271592997163,3.4670775240676415,4.067484218185845
15000,IMF,majestic_mixed,50,0.0,0.07291666666666667,0.7163130247592926,0.6354400587081909,3.34941216965294,3.5962324172883733,4.133187249531474
15000,IMF,ljs_en,200,0.0055549732732417985,0.014002897151134718,0.608158690482378,0.7990991942584514,2.868762074930009,3.3762304244250374,3.557093443473527
20000,FM,majestic_zh,200,0.014021164021164021,,0.7667488473653793,0.6752523815631867,3.3806659797054737,3.6296608686531147,4.135199643477822
20000,FM,majestic_en,200,0.0060790273556231,0.012554321583775953,0.7321894882619381,0.7967430475354195,3.2885957255802976,3.5371203125908535,4.13062812599178
20000,FM,majestic_mixed,50,0.020390070921985817,0.09375,0.7242787134647369,0.6573537909984588,3.3669324608639695,3.6134700453066517,4.1431055753849755
20000,FM,ljs_en,200,0.007860811235719526,0.020280057943022695,0.5656825357489288,0.810492252856493,3.0553987407787484,3.451571600309934,3.8109166466207802
20000,IMF,majestic_zh,200,0.0068783068783068784,,0.7772871416807174,0.6568689569830894,3.368095615090742,3.6099153272009947,4.1395264827219895
20000,IMF,majestic_en,200,0.004087621842574153,0.008691453404152583,0.732216767668724,0.7770438787341117,3.198378879925494,3.4550442103218244,4.097186312559681
20000,IMF,majestic_mixed,50,0.0,0.07291666666666667,0.7222391450405121,0.6372447764873505,3.3472895396419102,3.5896182649509556,4.139383516186098
20000,IMF,ljs_en,200,0.006288648988575621,0.014485755673587638,0.5841509713977575,0.7759733490645886,2.8824830650786253,3.318664699356967,3.672057600321259
25000,FM,majestic_zh,200,0.009788359788359789,,0.7743144735693932,0.6787158927321434,3.3715113783535493,3.6218802680036326,4.129277425680945
25000,FM,majestic_en,200,0.005030919190860497,0.01110574601641719,0.7346428906917573,0.8063751941919327,3.252382591937588,3.5062368224273426,4.113768823388213
25000,FM,majestic_mixed,50,0.007978723404255319,0.07291666666666667,0.7264133644104004,0.6598062598705292,3.3586666041391533,3.6082426105605325,4.139034611504082
25000,FM,ljs_en,200,0.008489676134577089,0.021728633510381457,0.5898486065119505,0.8344770777225494,3.0722656630110508,3.475814715298705,3.805736222838653
25000,IMF,majestic_zh,200,0.005555555555555556,,0.7769862258434296,0.6720684629678726,3.3790919832559623,3.624153160995569,4.141061038283365
25000,IMF,majestic_en,200,0.003668378576669112,0.009657170449058426,0.7478899773955345,0.7965406936407089,3.206189543892543,3.465608297247454,4.094332304583592
25000,IMF,majestic_mixed,50,0.00975177304964539,0.0625,0.731355916261673,0.6541405749320984,3.3620145502296115,3.6090166193788935,4.140806723860468
25000,IMF,ljs_en,200,0.004611675924955455,0.010140028971511348,0.6348749300092459,0.8061842775344848,3.0448391104376977,3.4239892858491157,3.8320702339838273
30000,FM,majestic_zh,200,0.006613756613756613,,0.7708720135688781,0.6827438744902611,3.381762559571487,3.631453731903644,4.131082103032943
30000,FM,majestic_en,200,0.005345351640289278,0.01158860453887011,0.7363207560777664,0.8030104309320449,3.2965093976474673,3.543673182132724,4.131974765957729
30000,FM,majestic_mixed,50,0.0035460992907801418,0.0625,0.7200180888175964,0.6580126225948334,3.3676132120519573,3.613690654781392,4.142838592514507
30000,FM,ljs_en,200,0.007127135520385704,0.016900048285852245,0.5965960732288659,0.8321673247218132,3.0553192343514475,3.483283856677005,3.758860145039329
30000,IMF,majestic_zh,200,0.005291005291005291,,0.783008451461792,0.661230583190918,3.372335011392693,3.6169369865713104,4.135192357756044
30000,IMF,majestic_en,200,0.0049261083743842365,0.010140028971511348,0.7376053234934807,0.7977302399277687,3.2131878969426815,3.4723812478224403,4.094848506821376
30000,IMF,majestic_mixed,50,0.0062056737588652485,0.0625,0.7267549538612366,0.6428765404224396,3.3357808784982037,3.583095866145938,4.133358754381784
30000,IMF,ljs_en,200,0.004611675924955455,0.012071463061323033,0.6247431392967701,0.8020249643921852,3.0211320469988667,3.423159310018592,3.7872334650840367
35000,FM,majestic_zh,200,0.007407407407407408,,0.7811587715148925,0.6866673922538757,3.3938309200503256,3.6377193023061354,4.141612297691583
35000,FM,majestic_en,200,0.004611675924955455,0.01110574601641719,0.7464074470102787,0.8042077499628068,3.2747111090618968,3.5239418461473546,4.121548162265997
35000,FM,majestic_mixed,50,0.0062056737588652485,0.052083333333333336,0.7285297000408173,0.6733224368095398,3.3553927418890903,3.6054297143980274,4.128766018645457
35000,FM,ljs_en,200,0.00597421653914684,0.014485755673587638,0.6225113516300916,0.8196155878901482,3.0885012535649157,3.4886466190692262,3.811596079923415
35000,IMF,majestic_zh,200,0.005291005291005291,,0.779882755279541,0.6877653509378433,3.369288838935841,3.618351913937608,4.132189336952583
35000,IMF,majestic_en,200,0.003563567760192852,0.009174311926605505,0.7413600035011768,0.784161456823349,3.1781688975880114,3.4428238784088534,4.0764966085074485
35000,IMF,majestic_mixed,50,0.0,0.07291666666666667,0.7255364894866944,0.6659384655952454,3.3381736346365427,3.5887861866733717,4.130047396786223
35000,IMF,ljs_en,200,0.007336757153338224,0.016417189763399325,0.614970665872097,0.8044722644984722,2.8966305742784146,3.337097020714921,3.6749726435739194
40000,FM,majestic_zh,200,0.006349206349206349,,0.778509927392006,0.6855095764994621,3.3825744786015144,3.629828263406698,4.13916621219897
40000,FM,majestic_en,200,0.0042972434755266745,0.009657170449058426,0.7405259335041046,0.8094621467590332,3.286114623302136,3.532948868283888,4.1348438457210195
40000,FM,majestic_mixed,50,0.00975177304964539,0.07291666666666667,0.7319087553024292,0.6690539991855622,3.37282504530183,3.6157279694054596,4.153360433629674
40000,FM,ljs_en,200,0.00901373021695839,0.021245774987928536,0.6242539367079735,0.8303487029671669,3.0643296297808087,3.4886531035258317,3.7699130205975404
40000,IMF,majestic_zh,200,0.004232804232804233,,0.7837634727358818,0.6660825842618943,3.394208252533571,3.6379708485532167,4.138509296500517
40000,IMF,majestic_en,200,0.004192432659050414,0.009174311926605505,0.7546298232674599,0.7881269955635071,3.2255816317248565,3.485059923745145,4.087985970336783
40000,IMF,majestic_mixed,50,0.0008865248226950354,0.07291666666666667,0.7326172018051147,0.6490177416801453,3.365441387598159,3.6165874948731807,4.130301466136687
40000,IMF,ljs_en,200,0.006603081438004402,0.016900048285852245,0.6306265978515149,0.8263447308540344,2.9424362059416094,3.3676287344467464,3.711707014194931
45000,FM,majestic_zh,200,0.006613756613756613,,0.7759907910227776,0.6942074632644654,3.3706411789202892,3.6193443945601587,4.131954517368473
45000,FM,majestic_en,200,0.00597421653914684,0.01158860453887011,0.7428649605810642,0.8030566251277924,3.2786225282055246,3.5272113538658902,4.128128571535873
45000,FM,majestic_mixed,50,0.005319148936170213,0.08333333333333333,0.7209967613220215,0.6710984885692597,3.377960185480005,3.623791664662053,4.14900695427099
45000,FM,ljs_en,200,0.006288648988575621,0.01545147271849348,0.6079823377355933,0.8367982643842697,3.094799854247733,3.5088329969009857,3.7967591859589858
45000,IMF,majestic_zh,200,0.0034391534391534392,,0.7839010432362556,0.7076336428523063,3.36633674629991,3.6148930229805547,4.126169041405697
45000,IMF,majestic_en,200,0.003249135310764071,0.008208594881699663,0.7417721535265446,0.7806633603572846,3.2095994035867874,3.464672520181037,4.101085095839789
45000,IMF,majestic_mixed,50,0.0,0.07291666666666667,0.7276783859729767,0.6892631351947784,3.332639120836135,3.5842619076385818,4.123676286733759
45000,IMF,ljs_en,200,0.005450162456765538,0.013037180106228875,0.6374728146195412,0.8276397074759007,2.9819974968572285,3.4322531241825014,3.699516899551116
50000,FM,majestic_zh,200,0.0068783068783068784,,0.779321046769619,0.6822365590929985,3.3964322154236806,3.6395665352382753,4.144242301253977
50000,FM,majestic_en,200,0.0049261083743842365,0.01110574601641719,0.7441292130947113,0.806109934747219,3.2941179633679805,3.542277525792774,4.131484492357273
50000,FM,majestic_mixed,50,0.01950354609929078,0.125,0.7231009817123413,0.6630949866771698,3.3910265679661613,3.6330587948705504,4.152307710715875
50000,FM,ljs_en,200,0.006498270621528142,0.01545147271849348,0.6296777708828449,0.8284331929683685,3.1438294870741252,3.513619712817203,3.8830293911807394
50000,IMF,majestic_zh,200,0.005291005291005291,,0.781485378742218,0.6876685488224029,3.384820453287003,3.626733991812124,4.146046636212009
50000,IMF,majestic_en,200,0.003982811026097893,0.010140028971511348,0.7480851401388645,0.7943528756499291,3.2194184197681235,3.4758646562813045,4.102410845713191
50000,IMF,majestic_mixed,50,0.004432624113475178,0.09375,0.7250921559333802,0.6671311438083649,3.352980951431121,3.599720257223135,4.142572656698364
50000,IMF,ljs_en,200,0.005240540823813018,0.01496861419604056,0.6535901736468077,0.8302053989470005,3.0332390600224364,3.4494068637866144,3.765092610622022
55000,FM,majestic_zh,200,0.0068783068783068784,,0.7741551434993744,0.692891483604908,3.37647575347687,3.6276545486561242,4.132181480552805
55000,FM,majestic_en,200,0.0055549732732417985,0.01158860453887011,0.7463575471937657,0.807553608417511,3.2977863613175162,3.543590443412791,4.138384980181477
55000,FM,majestic_mixed,50,0.024822695035460994,0.14583333333333334,0.7208085584640503,0.6764999198913574,3.384655997480839,3.6274014403301753,4.151462271045537
55000,FM,ljs_en,200,0.007441567969814484,0.017865765330758086,0.6058083395659923,0.8260214349627495,3.104397575491831,3.5043807784396237,3.8250042154900155
55000,IMF,majestic_zh,200,0.0050264550264550265,,0.7777034395933151,0.6934293818473816,3.375656007561947,3.6224229611297742,4.131828299638531
55000,IMF,majestic_en,200,0.003668378576669112,0.00772573635924674,0.7456776444613934,0.7968247896432876,3.215699202433657,3.474252353473024,4.093035287903441
55000,IMF,majestic_mixed,50,0.0035460992907801418,0.07291666666666667,0.7239480888843537,0.6683975875377655,3.3368124363269205,3.5857633557164177,4.126216021057914
55000,IMF,ljs_en,200,0.003668378576669112,0.01158860453887011,0.6463671220839023,0.8245805677771568,2.991861377943357,3.408762051813329,3.747931360385981
60000,FM,majestic_zh,200,0.007936507936507936,,0.7788677704334259,0.7000732132792473,3.391883762722188,3.6356774174888464,4.145317554098762
60000,FM,majestic_en,200,0.0055549732732417985,0.012554321583775953,0.7462796540558339,0.8042409393191338,3.2783628385937256,3.5287211933269327,4.123727950937745
60000,FM,majestic_mixed,50,0.026595744680851064,0.13541666666666666,0.7322154748439789,0.6770827496051788,3.358821076825336,3.6121098613516205,4.132447273207332
60000,FM,ljs_en,200,0.007651189602767006,0.01834862385321101,0.6334307381510734,0.8281025950610638,3.1015692197996407,3.500423870525682,3.8166947346547335
60000,IMF,majestic_zh,200,0.00582010582010582,,0.7793055361509323,0.6872602158784866,3.3735626467548707,3.621830029537246,4.133051755606677
60000,IMF,majestic_en,200,0.003668378576669112,0.008691453404152583,0.7478584845364094,0.7981873738765717,3.229778937983655,3.487836482869485,4.103079552601058
60000,IMF,majestic_mixed,50,0.004432624113475178,0.052083333333333336,0.7174027824401855,0.6662296545505524,3.3488035670889893,3.6090437873541714,4.120321231376335
60000,IMF,ljs_en,200,0.004192432659050414,0.013520038628681796,0.6408791698515415,0.8094257599115372,3.0300371069559286,3.4374373751647354,3.785767347073174
65000,FM,majestic_zh,200,0.006084656084656085,,0.7774029734730721,0.6945508041977883,3.403915619801196,3.644007127200829,4.151644669353801
65000,FM,majestic_en,200,0.004087621842574153,0.009174311926605505,0.7477865169942379,0.8107536762952805,3.290398707559345,3.533143757020273,4.142755897611169
65000,FM,majestic_mixed,50,0.010638297872340425,0.0625,0.7349890780448913,0.6735976672172547,3.378337281832021,3.6244855890799466,4.147207686436286
65000,FM,ljs_en,200,0.005450162456765538,0.01496861419604056,0.6304538859426976,0.8364587321877479,3.124627364927635,3.5131895980353973,3.8434582386362206
65000,IMF,majestic_zh,200,0.006084656084656085,,0.7725843974947929,0.7082349720597267,3.3661313200605862,3.6173471041280516,4.129074408257696
65000,IMF,majestic_en,200,0.003668378576669112,0.008691453404152583,0.7392654713988304,0.7876359787583351,3.1634722028302042,3.429432585285885,4.0715207655342995
65000,IMF,majestic_mixed,50,0.005319148936170213,0.052083333333333336,0.7179538714885711,0.6819088399410248,3.3388490060386022,3.5929282682944508,4.125060380229995
65000,IMF,ljs_en,200,0.005764594906194319,0.01496861419604056,0.6293403574824333,0.8382694260776042,3.004106030312286,3.437593420535139,3.7318883655669155
70000,FM,majestic_zh,200,0.0082010582010582,,0.7807276132702827,0.697787130177021,3.391062889953826,3.634690946900985,4.144658095196677
70000,FM,majestic_en,200,0.005135730007336757,0.010622887493964268,0.7467771551012993,0.8074500557780265,3.2904876327190324,3.53628355313637,4.136285401677283
70000,FM,majestic_mixed,50,0.005319148936170213,0.07291666666666667,0.7356696045398712,0.6775756669044495,3.3918742787272396,3.631349297669757,4.156167333301404
70000,FM,ljs_en,200,0.004716486741431716,0.010140028971511348,0.6393456615507602,0.8327591413259506,3.160289091584933,3.524529180260572,3.899338030620621
70000,IMF,majestic_zh,200,0.004761904761904762,,0.7722862476110458,0.6955849620699882,3.3875655641084963,3.637037733183084,4.134555904885121
70000,IMF,majestic_en,200,0.003982811026097893,0.009657170449058426,0.7348825439810753,0.7902095168828964,3.1936326264175006,3.464934044111082,4.069603353137608
70000,IMF,majestic_mixed,50,0.008865248226950355,0.0625,0.7219913232326508,0.6681654834747315,3.3463061087222368,3.6009561317156344,4.131542496540826
70000,IMF,ljs_en,200,0.005135730007336757,0.01496861419604056,0.6422400525212288,0.8276357795298099,3.058186627103705,3.4515736143865445,3.814707956878268
75000,FM,majestic_zh,200,0.00582010582010582,,0.7759888690710067,0.685178590118885,3.389565727421103,3.635122595597543,4.140259515748855
75000,FM,majestic_en,200,0.005240540823813018,0.01158860453887011,0.7510832557082177,0.8033387699723243,3.2888133716234322,3.5354803815870857,4.133157180463338
75000,FM,majestic_mixed,50,0.010638297872340425,0.08333333333333333,0.7290556108951569,0.6613427293300629,3.3923374744000223,3.6304582584748446,4.1580755654974055
75000,FM,ljs_en,200,0.0060790273556231,0.01545147271849348,0.6569843114167452,0.8365417689085006,3.185179126123602,3.5442683875818046,3.9053878291976805
75000,IMF,majestic_zh,200,0.007407407407407408,,0.7701664066314697,0.6941762879490853,3.389600686830881,3.634131362644104,4.13937559855304
75000,IMF,majestic_en,200,0.003249135310764071,0.008691453404152583,0.7487148705124855,0.792759045958519,3.258796097095109,3.51555349452484,4.102373992643021
75000,IMF,majestic_mixed,50,0.0026595744680851063,0.07291666666666667,0.7184728097915649,0.6747679400444031,3.3692016752050375,3.6138630637202516,4.1436445152217605
75000,IMF,ljs_en,200,0.00597421653914684,0.014002897151134718,0.651017792224884,0.8278469838201999,3.0884551569976675,3.487798032180295,3.8125180543610586
80000,FM,majestic_zh,200,0.006613756613756613,,0.7845769688487053,0.6868564939498901,3.3904793410454643,3.633448597585996,4.146374577150952
80000,FM,majestic_en,200,0.004611675924955455,0.010140028971511348,0.7523780146241188,0.8094225767254829,3.2899759497591448,3.5364849216532463,4.134542438080419
80000,FM,majestic_mixed,50,0.015070921985815602,0.07291666666666667,0.7316190099716187,0.6700136125087738,3.3739003454868857,3.6233635936116935,4.142795803979745
80000,FM,ljs_en,200,0.0061838381720993605,0.01545147271849348,0.6332134658843279,0.8331878763437272,3.1446712722548567,3.5170606079765334,3.876341510348547
80000,IMF,majestic_zh,200,0.006613756613756613,,0.7809067565202713,0.68485406935215,3.3940945000213394,3.6366156446051616,4.144557968124741
80000,IMF,majestic_en,200,0.0031443244942878103,0.00772573635924674,0.7510969188809394,0.7955270758271218,3.238557949344476,3.4949221485121136,4.107196801013262
80000,IMF,majestic_mixed,50,0.0026595744680851063,0.07291666666666667,0.7386435854434967,0.6651565170288086,3.372573318580178,3.617841724553934,4.1427345016590955
80000,IMF,ljs_en,200,0.005135730007336757,0.0159343312409464,0.6394954531639815,0.8221758085489274,3.1081346500998,3.4677675205756224,3.8795404463591736
85000,FM,majestic_zh,200,0.0050264550264550265,,0.7828460705280303,0.689455723464489,3.3891142282609277,3.6371154813585393,4.138945935770043
85000,FM,majestic_en,200,0.005450162456765538,0.012071463061323033,0.7539498956501484,0.7999808329343796,3.288052073026801,3.5376956784485225,4.130358351346632
85000,FM,majestic_mixed,50,0.023936170212765957,0.13541666666666666,0.7292421853542328,0.6643138837814331,3.3678930538069833,3.621580502973919,4.133922333466874
85000,FM,ljs_en,200,0.0055549732732417985,0.013037180106228875,0.6387069284170867,0.8310201781988144,3.139834995659758,3.51732764335008,3.864666287112976
85000,IMF,majestic_zh,200,0.005555555555555556,,0.7804860243201256,0.7101791444420814,3.3728563756961774,3.6242401911969817,4.1272507063293435
85000,IMF,majestic_en,200,0.003878000209621633,0.009657170449058426,0.7522408971190453,0.7849055653810502,3.213432859177745,3.4802760098398564,4.082759864419001
85000,IMF,majestic_mixed,50,0.0008865248226950354,0.07291666666666667,0.7312118768692016,0.6824514091014862,3.331355615411261,3.5899581971179373,4.11080312611249
85000,IMF,ljs_en,200,0.004611675924955455,0.012071463061323033,0.6281737947463989,0.8328702519834041,3.01723412250176,3.453787739763093,3.729483474910137
90000,FM,majestic_zh,200,0.00582010582010582,,0.7805045479536057,0.6829846650362015,3.394699169940975,3.6383665981074125,4.143875169132163
90000,FM,majestic_en,200,0.003249135310764071,0.008691453404152583,0.7520241260528564,0.8049113762378692,3.3071163340180956,3.5538904428357143,4.137540789686186
90000,FM,majestic_mixed,50,0.01950354609929078,0.125,0.7321450543403626,0.6658457601070404,3.373798184070154,3.625363847553385,4.134873681721222
90000,FM,ljs_en,200,0.005030919190860497,0.013037180106228875,0.6435932701826096,0.8298478883504867,3.1354519149656115,3.526245047125377,3.8452411993550477
90000,IMF,majestic_zh,200,0.004761904761904762,,0.7800237506628036,0.7151134258508682,3.3804418282473074,3.628612582808247,4.132313791901188
90000,IMF,majestic_en,200,0.003353946127240331,0.008691453404152583,0.7490426078438759,0.784789420068264,3.2130340355512157,3.476887562908372,4.0849628053234275
90000,IMF,majestic_mixed,50,0.00975177304964539,0.07291666666666667,0.727292697429657,0.692950257062912,3.333418376230707,3.59148551309756,4.116771786341296
90000,IMF,ljs_en,200,0.003668378576669112,0.014485755673587638,0.6433084722608328,0.8310728128254413,3.078903297951839,3.4720275120679047,3.81232813704381
95000,FM,majestic_zh,200,0.0068783068783068784,,0.782415791451931,0.6945349651575089,3.3990631690215825,3.6418937594205807,4.144451545213695
95000,FM,majestic_en,200,0.004821297557907976,0.01158860453887011,0.753764690309763,0.8045787811279297,3.2956755891127854,3.540421715713094,4.1404808331177385
95000,FM,majestic_mixed,50,0.013297872340425532,0.10416666666666667,0.7348112404346466,0.6718974304199219,3.3942927399514726,3.6321309331931304,4.1582826013861816
95000,FM,ljs_en,200,0.0042972434755266745,0.010140028971511348,0.6567010535299778,0.839582604020834,3.168786946126646,3.5212460667925725,3.915400613126771
95000,IMF,majestic_zh,200,0.0050264550264550265,,0.7888767883181572,0.7001452675461769,3.3911443708837874,3.6363156354456856,4.139593257162861
95000,IMF,majestic_en,200,0.003878000209621633,0.009657170449058426,0.754261976480484,0.7947230595350265,3.2472370198596416,3.5038199329407065,4.107126735532779
95000,IMF,majestic_mixed,50,0.012411347517730497,0.09375,0.737285225391388,0.6736341917514801,3.350618327069573,3.608025142801862,4.122007161966971
95000,IMF,ljs_en,200,0.0049261083743842365,0.014002897151134718,0.6492171165347099,0.8294856570661068,3.0906244157726674,3.497543375184257,3.805436953656878
100000,FM,majestic_zh,200,0.00582010582010582,,0.7800728785991669,0.6949638956785202,3.3949104899756595,3.6359831445886317,4.146510601531218
100000,FM,majestic_en,200,0.004192432659050414,0.009174311926605505,0.749817112982273,0.8096019929647446,3.296261054699656,3.5401836030144365,4.141241067269971
100000,FM,majestic_mixed,50,0.0062056737588652485,0.0625,0.7291388857364655,0.6735635411739349,3.3685887571647304,3.61065961939887,4.146607690333644
100000,FM,ljs_en,200,0.006288648988575621,0.01496861419604056,0.645430328398943,0.8391809126734734,3.1274168381288967,3.502338286419329,3.863125246391919
100000,IMF,majestic_zh,200,0.0068783068783068784,,0.7738756296038628,0.7088969799876214,3.3808290830481256,3.632148563508996,4.125357528189908
100000,IMF,majestic_en,200,0.005030919190860497,0.010622887493964268,0.7519850550591946,0.7814390552043915,3.2253088465885984,3.4925026512740613,4.0804693690763765
100000,IMF,majestic_mixed,50,0.012411347517730497,0.09375,0.7232009303569794,0.672975412607193,3.3264209443305934,3.595033149334771,4.094292505281401
100000,IMF,ljs_en,200,0.006288648988575621,0.01496861419604056,0.6217973564192653,0.8264100486040116,3.027860884628906,3.4662684113875737,3.727109965820315
105000,FM,majestic_zh,200,0.0050264550264550265,,0.7804616492986679,0.6830775240063667,3.383986580793173,3.634093568777855,4.1344515193154505
105000,FM,majestic_en,200,0.004716486741431716,0.01110574601641719,0.7533498795330524,0.807172273695469,3.2906964890904478,3.535466713263399,4.1364798657937145
105000,FM,majestic_mixed,50,0.01152482269503546,0.125,0.7366394805908203,0.6677848303318024,3.3804500301624176,3.626330829795869,4.148608574751581
105000,FM,ljs_en,200,0.004506865108479195,0.01158860453887011,0.6597803719341755,0.8442169927060604,3.1658648029189376,3.5271034617778914,3.9010105250815315
105000,IMF,majestic_zh,200,0.005555555555555556,,0.7751626458764076,0.7095889550447464,3.3760025985594755,3.6282412098330594,4.1230655981811735
105000,IMF,majestic_en,200,0.003878000209621633,0.010140028971511348,0.7533483628928661,0.784586779475212,3.220435028003607,3.487986108533631,4.0780516558144795
105000,IMF,majestic_mixed,50,0.005319148936170213,0.052083333333333336,0.7368607866764069,0.6846352231502533,3.350343522659372,3.6042022684732724,4.125214045372432
105000,IMF,ljs_en,200,0.004402054292002935,0.013520038628681796,0.6254742033779621,0.8252968814969063,2.926883922432803,3.417933971722347,3.621795483708788
110000,FM,majestic_zh,200,0.007407407407407408,,0.7896369460225106,0.6990217819809914,3.389232594200476,3.6376210001815235,4.138768981147081
110000,FM,majestic_en,200,0.003982811026097893,0.009657170449058426,0.7561696232855319,0.8060393053293228,3.3036483142028255,3.5484091972204754,4.139544290401148
110000,FM,majestic_mixed,50,0.007978723404255319,0.0625,0.7355819714069366,0.6752997839450836,3.3788340124988365,3.625992658956738,4.146279171207151
110000,FM,ljs_en,200,0.004821297557907976,0.014485755673587638,0.6544637456536293,0.843271701335907,3.14241403732907,3.523139456542905,3.8631564378672296
110000,IMF,majestic_zh,200,0.005555555555555556,,0.7753185859322548,0.6982051104307174,3.3755246938829977,3.6249265084166757,4.132227526947906
110000,IMF,majestic_en,200,0.003249135310764071,0.00772573635924674,0.7511528195440769,0.7930641913414002,3.2266769300096474,3.4881892719793695,4.0945326502836
110000,IMF,majestic_mixed,50,0.004432624113475178,0.08333333333333333,0.7266827893257141,0.6701972031593323,3.330685902935474,3.586398770282041,4.121002168985461
110000,IMF,ljs_en,200,0.003249135310764071,0.01158860453887011,0.6416059137880802,0.8328242328763008,3.082037150581538,3.463548945963386,3.843585878239617
