model,tag,count,first_step,last_step,first,last,minimum,maximum,median,nonfinite,constant,zero_fraction,duplicate_steps,backward_jumps
fm,grad_norm/grad_2.0_norm/decoder.estimator.mid_blocks.1.1.0.ff.net.0.alpha,3400,49,169999,0.00030596289434470236,0.00042282696813344955,0.00013463268987834454,0.0032921279780566692,0.0008274263527709991,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.mid_blocks.1.1.0.ff.net.0.beta,3400,49,169999,0.0002338169579161331,0.00028686539735645056,0.00010150290472665802,0.0023820940405130386,0.0006093993433751166,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.mid_blocks.1.1.0.ff.net.0.proj.weight,3400,49,169999,0.003927516285330057,0.0008214330300688744,0.0007598866941407323,0.00490889186039567,0.0016444523935206234,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.mid_blocks.1.1.0.ff.net.0.proj.bias,3400,49,169999,0.000672415888402611,0.00030729954596608877,0.00023766800586599857,0.001423371839337051,0.0005026407889090478,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.mid_blocks.1.1.0.ff.net.2.weight,3400,49,169999,0.005212627816945314,0.000486496341181919,0.0004795431741513312,0.0053442674688994884,0.0010227630846202374,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.mid_blocks.1.1.0.ff.net.2.bias,3400,49,169999,0.000498922832775861,0.0002100098499795422,0.00016539572970941663,0.0017757534515112638,0.0005302248173393309,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.mlp.1.weight,3400,49,169999,0.0033020165283232927,0.0013822406763210893,0.0011239390587434173,0.014943799003958702,0.003180094645358622,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.mlp.1.bias,3400,49,169999,0.0011356871109455824,0.0007832871633581817,0.0005702335038222373,0.007961547002196312,0.001582494005560875,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block1.block.0.weight,3400,49,169999,0.005630996078252792,0.0011986736208200455,0.001192282885313034,0.008763565681874752,0.0025425219209864736,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block1.block.0.bias,3400,49,169999,0.00012059378059348091,4.522735980572179e-05,4.1645835153758526e-05,0.0005310411797836423,0.00011941775301238522,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block1.block.2.weight,3400,49,169999,0.0006327521405182779,0.00028774989186786115,0.00026611026260070503,0.002150052459910512,0.0005982649163343012,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block1.block.2.bias,3400,49,169999,0.0007174472557380795,0.0003505536587908864,0.000316824036417529,0.0031707542948424816,0.0007248856127262115,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block2.block.0.weight,3400,49,169999,0.005406353622674942,0.001364890136756003,0.0013417336158454418,0.008627235889434814,0.003060095477849245,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block2.block.0.bias,3400,49,169999,0.00043401707080192864,0.00016370147932320833,0.00014412697055377066,0.001518932986073196,0.0003911027451977134,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block2.block.2.weight,3400,49,169999,0.0004078221973031759,0.0001488435809733346,0.000139565221616067,0.0012044546892866492,0.00038432930887211114,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.block2.block.2.bias,3400,49,169999,0.00038805342046543956,0.00024032912915572524,0.00017431523883715272,0.001860257820226252,0.0005296338349580765,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.res_conv.weight,3400,49,169999,0.016720177605748177,0.0046319724060595036,0.004210271406918764,0.026904011145234108,0.00907164253294468,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.0.res_conv.bias,3400,49,169999,0.0006085960776545107,0.0003237792698200792,0.0002532034704927355,0.002905549481511116,0.0007745144539512694,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.norm1.weight,3400,49,169999,0.0005737172323279083,0.00019994917965959758,0.00012284982949495316,0.001961707603186369,0.00040584529051557183,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.norm1.bias,3400,49,169999,0.0009431478683836758,0.000419887772295624,0.000275155995041132,0.004007108509540558,0.0008408667636103928,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.attn1.to_q.weight,3400,49,169999,0.0008629741496406496,6.0705311625497416e-05,5.489028990268707e-05,0.0012780942488461733,0.0001352977051283233,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.attn1.to_k.weight,3400,49,169999,0.0007908680127002299,5.373387466534041e-05,4.8039630200946704e-05,0.0011537183308973908,0.00010321252193534747,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.attn1.to_v.weight,3400,49,169999,0.005115633364766836,0.001226529711857438,0.0010705571621656418,0.016369976103305817,0.0036612498806789517,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.attn1.to_out.0.weight,3400,49,169999,0.0022164739202708006,0.0003376353997737169,0.0003208906564395875,0.0022164739202708006,0.0006697025673929602,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.attn1.to_out.0.bias,3400,49,169999,0.0005028149462305009,0.0002589654177427292,0.00021608162205666304,0.002542218193411827,0.0006622184591833502,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.norm3.weight,3400,49,169999,0.000810016121249646,0.0004616087244357914,0.00028857888537459075,0.0031359533313661814,0.000640120473690331,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.norm3.bias,3400,49,169999,0.001055983011610806,0.0006488638464361429,0.0004515541368164122,0.0035442430526018143,0.001074327330570668,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.ff.net.0.alpha,3400,49,169999,0.0004608200106304139,0.0002929749898612499,0.00013607277651317418,0.002885894849896431,0.0008142432488966733,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.ff.net.0.beta,3400,49,169999,0.0003702702815644443,0.0001998164807446301,0.00011155984248034656,0.0020162113942205906,0.0005649550876114517,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.ff.net.0.proj.weight,3400,49,169999,0.004065433982759714,0.0006559537723660469,0.0006559537723660469,0.007441606838256121,0.0016169028240256011,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.ff.net.0.proj.bias,3400,49,169999,0.000577444676309824,0.0002837988722603768,0.0002142123703379184,0.0017923013074323535,0.000555753824301064,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.ff.net.2.weight,3400,49,169999,0.0059875729493796825,0.0009302057442255318,0.0008676900761201978,0.010164770297706127,0.002225352916866541,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.1.0.ff.net.2.bias,3400,49,169999,0.0005783445085398853,0.00024240932543762028,0.00021992686379235238,0.0026423099916428328,0.000678445358062163,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.2.conv.weight,3400,49,169999,0.02146562561392784,0.0033118068240582943,0.0033118068240582943,0.02463550679385662,0.00817449064925313,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.0.2.conv.bias,3400,49,169999,0.0009093551198020577,0.00014804673264734447,0.00014735855802427977,0.002017611637711525,0.0005268657114356756,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.mlp.1.weight,3400,49,169999,0.0077498964965343475,0.001680557383224368,0.001680557383224368,0.024342918768525124,0.0054440300446003675,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.mlp.1.bias,3400,49,169999,0.002351148286834359,0.0009042586316354573,0.0009042586316354573,0.011943823657929897,0.002565604983828962,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block1.block.0.weight,3400,49,169999,0.011471911333501339,0.0013923139777034521,0.0013454216532409191,0.024340124800801277,0.0039061802672222257,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block1.block.0.bias,3400,49,169999,0.0002678248274605721,3.731453398359008e-05,3.6412318877410144e-05,0.0008024402195587754,0.00013917318574385718,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block1.block.2.weight,3400,49,169999,0.0013008022215217352,0.00033968922798521817,0.00033968922798521817,0.00452794972807169,0.0009970632963813841,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block1.block.2.bias,3400,49,169999,0.001415921375155449,0.0004876535676885396,0.0004500654467847198,0.006597687024623156,0.0012579829199239612,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block2.block.0.weight,3400,49,169999,0.010265535674989223,0.0013290179194882512,0.0013290179194882512,0.015556706115603447,0.003746711299754679,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block2.block.0.bias,3400,49,169999,0.0011230792151764035,0.00023692891409154981,0.00023692891409154981,0.0029449311550706625,0.0007483326189685613,0,False,0.0,0,0
