model,tag,start_inclusive,end_exclusive,count,mean,median,minimum,maximum
imf,sub_loss/train_prior_loss_epoch,120000,136000,47,0.9678269764210315,0.9678199291229248,0.96774822473526,0.9678997993469238
imf,sub_loss/train_prior_loss_epoch,136000,139151,10,0.967752480506897,0.9677383005619049,0.9677016735076904,0.967819094657898
imf,sub_loss/val_prior_loss_epoch,1000,10000,9,0.9709226290384928,0.9707500338554382,0.9703624844551086,0.9720985293388367
imf,sub_loss/val_prior_loss_epoch,10000,20000,10,0.9701009571552277,0.9700957536697388,0.9697657823562622,0.9705426096916199
imf,sub_loss/val_prior_loss_epoch,20000,40000,19,0.9696194309937326,0.9696147441864014,0.9692962169647217,0.9699423909187317
imf,sub_loss/val_prior_loss_epoch,40000,60000,20,0.9692859888076782,0.9692873060703278,0.9689581394195557,0.96958327293396
imf,sub_loss/val_prior_loss_epoch,60000,80000,20,0.9692154794931411,0.9691988825798035,0.9690083265304565,0.9694859981536865
imf,sub_loss/val_prior_loss_epoch,80000,100000,20,0.9692005634307861,0.9691983759403229,0.9690113067626953,0.9693723320960999
imf,sub_loss/val_prior_loss_epoch,100000,120000,20,0.9693119674921036,0.9693052768707275,0.9691280126571655,0.9695738554000854
imf,sub_loss/val_prior_loss_epoch,120000,136000,16,0.969343725591898,0.9693465530872345,0.9691735506057739,0.9696516394615173
imf,sub_loss/val_prior_loss_epoch,136000,139151,4,0.9692575931549072,0.9692467749118805,0.9691892266273499,0.9693475961685181
imf,sub_loss/train_diff_loss_epoch,1000,10000,27,1.99999882556774,1.9999988079071045,1.9999985694885254,1.9999991655349731
imf,sub_loss/train_diff_loss_epoch,10000,20000,29,1.9999985489351997,1.9999985694885254,1.9999983310699463,1.999998927116394
imf,sub_loss/train_diff_loss_epoch,20000,40000,59,1.9999982845985282,1.9999983310699463,1.999996542930603,1.9999985694885254
imf,sub_loss/train_diff_loss_epoch,40000,60000,59,1.9999981047743458,1.9999980926513672,1.9999977350234985,1.9999983310699463
imf,sub_loss/train_diff_loss_epoch,60000,80000,59,1.9999979673805883,1.9999979734420776,1.999997615814209,1.9999983310699463
imf,sub_loss/train_diff_loss_epoch,80000,100000,59,1.9999977915973988,1.9999977350234985,1.9999973773956299,1.9999980926513672
imf,sub_loss/train_diff_loss_epoch,100000,120000,58,1.9999977288575008,1.9999977350234985,1.9999972581863403,1.9999980926513672
imf,sub_loss/train_diff_loss_epoch,120000,136000,47,1.9999977121961878,1.9999977350234985,1.9999973773956299,1.9999983310699463
imf,sub_loss/train_diff_loss_epoch,136000,139151,10,1.9999976634979248,1.999997615814209,1.9999974966049194,1.9999979734420776
imf,sub_loss/val_diff_loss_epoch,1000,10000,9,1.9999956952200995,1.9999955892562866,1.9999953508377075,1.9999961853027344
imf,sub_loss/val_diff_loss_epoch,10000,20000,10,1.9999950766563415,1.9999950528144836,1.9999949932098389,1.9999953508377075
imf,sub_loss/val_diff_loss_epoch,20000,40000,19,1.9999948363555105,1.9999947547912598,1.9999946355819702,1.9999951124191284
imf,sub_loss/val_diff_loss_epoch,40000,60000,20,1.9999946355819702,1.9999946355819702,1.9999943971633911,1.9999947547912598
imf,sub_loss/val_diff_loss_epoch,60000,80000,20,1.9999944806098937,1.9999943971633911,1.9999943971633911,1.9999946355819702
imf,sub_loss/val_diff_loss_epoch,80000,100000,20,1.9999942779541016,1.999994158744812,1.999994158744812,1.9999946355819702
imf,sub_loss/val_diff_loss_epoch,100000,120000,20,1.9999942064285279,1.999994158744812,1.9999940395355225,1.9999946355819702
imf,sub_loss/val_diff_loss_epoch,120000,136000,16,1.9999941289424896,1.999994158744812,1.9999938011169434,1.9999943971633911
imf,sub_loss/val_diff_loss_epoch,136000,139151,4,1.9999940395355225,1.9999940991401672,1.9999938011169434,1.999994158744812
imf,loss/train_epoch,1000,10000,27,3.164555214069508,3.1625545024871826,3.158318519592285,3.1819076538085938
imf,loss/train_epoch,10000,20000,29,3.155954434953887,3.155824899673462,3.1540353298187256,3.158743143081665
imf,loss/train_epoch,20000,40000,59,3.152071690155288,3.1519687175750732,3.1501195430755615,3.154656171798706
imf,loss/train_epoch,40000,60000,59,3.14919500431772,3.149127244949341,3.147752523422241,3.150754928588867
imf,loss/train_epoch,60000,80000,59,3.148316031795437,3.1483078002929688,3.1474032402038574,3.1492502689361572
imf,loss/train_epoch,80000,100000,59,3.14759448423224,3.147625684738159,3.146695613861084,3.1487114429473877
imf,loss/train_epoch,100000,120000,58,3.147732348277651,3.1477380990982056,3.1469717025756836,3.1492679119110107
imf,loss/train_epoch,120000,136000,47,3.1473708355680423,3.1473889350891113,3.146320343017578,3.1485044956207275
imf,loss/train_epoch,136000,139151,10,3.1468228816986086,3.146772027015686,3.146477699279785,3.1474547386169434
imf,loss/val_epoch,1000,10000,9,3.1893692546420627,3.187040328979492,3.1831884384155273,3.200491189956665
imf,loss/val_epoch,10000,20000,10,3.182303285598755,3.1819565296173096,3.179584264755249,3.1846046447753906
imf,loss/val_epoch,20000,40000,19,3.180818796157837,3.180781602859497,3.1779510974884033,3.1847598552703857
imf,loss/val_epoch,40000,60000,20,3.1803000450134276,3.1800308227539062,3.1777000427246094,3.18355655670166
imf,loss/val_epoch,60000,80000,20,3.1813077092170716,3.181593656539917,3.1766879558563232,3.1837944984436035
imf,loss/val_epoch,80000,100000,20,3.18277884721756,3.1827187538146973,3.180203676223755,3.184622287750244
imf,loss/val_epoch,100000,120000,20,3.1837831020355223,3.183505415916443,3.1820099353790283,3.18656587600708
imf,loss/val_epoch,120000,136000,16,3.1853228211402893,3.1849029064178467,3.182812213897705,3.187774419784546
imf,loss/val_epoch,136000,139151,4,3.1852760910987854,3.184947371482849,3.1841580867767334,3.18705153465271
imf,duration_mask/train_floor_binding_token_ratio_epoch,1000,10000,27,0.4055143528514438,0.40527722239494324,0.40291717648506165,0.4087122976779938
