model,tag,start_inclusive,end_exclusive,count,mean,median,minimum,maximum
imf,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,120000,136000,16,0.1645568311214447,0.1655152067542076,0.15851080417633057,0.1711912751197815
imf,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,136000,139151,4,0.1663414128124714,0.16668462753295898,0.16242676973342896,0.16956962645053864
imf,mas_duration/train_speech_le2_ratio_epoch,1000,10000,27,0.3440490210497821,0.3444655239582062,0.34103474020957947,0.34757158160209656
imf,mas_duration/train_speech_le2_ratio_epoch,10000,20000,29,0.3404819770105954,0.34050339460372925,0.3386611044406891,0.3421201705932617
imf,mas_duration/train_speech_le2_ratio_epoch,20000,40000,59,0.33777949011931985,0.3377578854560852,0.3361910879611969,0.33959493041038513
imf,mas_duration/train_speech_le2_ratio_epoch,40000,60000,59,0.33813156818939466,0.33818086981773376,0.3363969027996063,0.3395572900772095
imf,mas_duration/train_speech_le2_ratio_epoch,60000,80000,59,0.33975754046844225,0.3399864733219147,0.33770328760147095,0.3420775830745697
imf,mas_duration/train_speech_le2_ratio_epoch,80000,100000,59,0.34083653860172985,0.34083637595176697,0.33902814984321594,0.34271955490112305
imf,mas_duration/train_speech_le2_ratio_epoch,100000,120000,58,0.34107593472661646,0.3410840928554535,0.3391662836074829,0.34297218918800354
imf,mas_duration/train_speech_le2_ratio_epoch,120000,136000,47,0.34106657796717704,0.3409649729728699,0.34033945202827454,0.3420201539993286
imf,mas_duration/train_speech_le2_ratio_epoch,136000,139151,10,0.3406226396560669,0.3405677229166031,0.3401491940021515,0.34108206629753113
imf,mas_duration/val_speech_le2_ratio_epoch,1000,10000,9,0.33588822351561654,0.3352349102497101,0.33166059851646423,0.34063205122947693
imf,mas_duration/val_speech_le2_ratio_epoch,10000,20000,10,0.3325962007045746,0.33261312544345856,0.3304673731327057,0.33565858006477356
imf,mas_duration/val_speech_le2_ratio_epoch,20000,40000,19,0.32954415992686625,0.32909494638442993,0.3271945118904114,0.3329639434814453
imf,mas_duration/val_speech_le2_ratio_epoch,40000,60000,20,0.33064897954463957,0.3308313488960266,0.32757458090782166,0.3341563045978546
imf,mas_duration/val_speech_le2_ratio_epoch,60000,80000,20,0.3312502235174179,0.3312384784221649,0.3287041485309601,0.3354198932647705
imf,mas_duration/val_speech_le2_ratio_epoch,80000,100000,20,0.3317041084170341,0.33212365210056305,0.3292801082134247,0.33421891927719116
imf,mas_duration/val_speech_le2_ratio_epoch,100000,120000,20,0.33183860331773757,0.33186960220336914,0.32897093892097473,0.33453169465065
imf,mas_duration/val_speech_le2_ratio_epoch,120000,136000,16,0.3320478219538927,0.3318027853965759,0.329457551240921,0.33467695116996765
imf,mas_duration/val_speech_le2_ratio_epoch,136000,139151,4,0.3331245481967926,0.33290889859199524,0.3320174515247345,0.33466294407844543
imf,grad_norm/grad_2.0_norm_total,1000,10000,180,1.879520069890552,1.7889829874038696,1.171288251876831,3.494503974914551
imf,grad_norm/grad_2.0_norm_total,10000,20000,200,1.6710884028673172,1.6196743845939636,1.1225026845932007,3.2374730110168457
imf,grad_norm/grad_2.0_norm_total,20000,40000,400,1.559537543952465,1.4888859391212463,1.0038076639175415,5.126352787017822
imf,grad_norm/grad_2.0_norm_total,40000,60000,400,1.4068194815516473,1.3757495284080505,0.94093257188797,2.7646877765655518
imf,grad_norm/grad_2.0_norm_total,60000,80000,400,1.3046010798215866,1.2705867886543274,0.8850836157798767,2.5162346363067627
imf,grad_norm/grad_2.0_norm_total,80000,100000,400,1.250679443180561,1.2150380611419678,0.8212469816207886,2.0771477222442627
imf,grad_norm/grad_2.0_norm_total,100000,120000,400,1.2027960613369941,1.1682790517807007,0.8031409978866577,2.3569774627685547
imf,grad_norm/grad_2.0_norm_total,120000,136000,320,1.1511144932359456,1.12006413936615,0.7497090101242065,1.9679279327392578
imf,grad_norm/grad_2.0_norm_total,136000,139151,64,1.099297072738409,1.07024085521698,0.7790857553482056,1.5230693817138672
imf,learning_rate/decoder_step,1000,10000,180,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,10000,20000,200,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,20000,40000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,40000,60000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,60000,80000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,80000,100000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,100000,120000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,120000,136000,320,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
imf,learning_rate/decoder_step,136000,139151,64,0.00028702941153824213,0.0002870294119929895,0.00027405880973674357,0.0003000000142492354
fm,sub_loss/train_dur_loss_epoch,1000,10000,27,0.19184648935441617,0.19030356407165527,0.18449550867080688,0.20810462534427643
fm,sub_loss/train_dur_loss_epoch,10000,20000,29,0.18090469056162342,0.1811295449733734,0.1773092895746231,0.18450002372264862
fm,sub_loss/train_dur_loss_epoch,20000,40000,59,0.17178477750996413,0.17117270827293396,0.16770698130130768,0.1776144653558731
fm,sub_loss/train_dur_loss_epoch,40000,60000,59,0.16453078187118142,0.1646530032157898,0.16128504276275635,0.16873833537101746
fm,sub_loss/train_dur_loss_epoch,60000,80000,59,0.15919541630704523,0.1592225581407547,0.1567866951227188,0.16169407963752747
fm,sub_loss/train_dur_loss_epoch,80000,100000,59,0.15562932243791677,0.15562310814857483,0.1535612791776657,0.15731604397296906
fm,sub_loss/train_dur_loss_epoch,100000,120000,58,0.15291405828862353,0.15294980257749557,0.15139880776405334,0.1540689766407013
fm,sub_loss/train_dur_loss_epoch,120000,136000,47,0.1507843444322018,0.15073536336421967,0.14987412095069885,0.1516522318124771
fm,sub_loss/train_dur_loss_epoch,136000,139151,10,0.14980743527412416,0.14977214485406876,0.14888428151607513,0.1508869081735611
fm,sub_loss/val_dur_loss_epoch,1000,10000,9,0.21543501648637983,0.21244275569915771,0.20980803668498993,0.23140977323055267
fm,sub_loss/val_dur_loss_epoch,10000,20000,10,0.21045011579990386,0.21064706146717072,0.20814397931098938,0.21206259727478027
fm,sub_loss/val_dur_loss_epoch,20000,40000,20,0.21193060800433158,0.21235763281583786,0.20866365730762482,0.21476799249649048
fm,sub_loss/val_dur_loss_epoch,40000,60000,20,0.21155297830700875,0.21121422201395035,0.20788083970546722,0.21472342312335968
fm,sub_loss/val_dur_loss_epoch,60000,80000,20,0.21226561889052392,0.21196123957633972,0.20936931669712067,0.21522210538387299
fm,sub_loss/val_dur_loss_epoch,80000,100000,20,0.2132873073220253,0.21264012157917023,0.21022512018680573,0.21749578416347504
fm,sub_loss/val_dur_loss_epoch,100000,120000,20,0.21288955062627793,0.2130957618355751,0.20834384858608246,0.21536032855510712
fm,sub_loss/val_dur_loss_epoch,120000,136000,16,0.2146523492410779,0.21453212946653366,0.21239201724529266,0.21677939593791962
fm,sub_loss/val_dur_loss_epoch,136000,139151,4,0.21425408869981766,0.21430883556604385,0.21257194876670837,0.21582673490047455
fm,sub_loss/train_prior_loss_epoch,1000,10000,27,0.9649517492011741,0.9647063612937927,0.9635933637619019,0.9678947925567627
fm,sub_loss/train_prior_loss_epoch,10000,20000,29,0.9628313245444462,0.9628350734710693,0.9621820449829102,0.9635685682296753
fm,sub_loss/train_prior_loss_epoch,20000,40000,59,0.9613456029002949,0.9612712860107422,0.9607684016227722,0.9622045755386353
fm,sub_loss/train_prior_loss_epoch,40000,60000,59,0.9603435770939972,0.9603443741798401,0.9599316120147705,0.9608713388442993
fm,sub_loss/train_prior_loss_epoch,60000,80000,59,0.9596778679702241,0.9596759676933289,0.9593695402145386,0.9599670171737671
fm,sub_loss/train_prior_loss_epoch,80000,100000,59,0.9592152540966615,0.9592324495315552,0.9589532613754272,0.9594278931617737
fm,sub_loss/train_prior_loss_epoch,100000,120000,58,0.9588762285380528,0.9588753283023834,0.9586747884750366,0.9590407609939575
fm,sub_loss/train_prior_loss_epoch,120000,136000,47,0.9586207410122486,0.958618700504303,0.9584980010986328,0.9587341547012329
fm,sub_loss/train_prior_loss_epoch,136000,139151,10,0.9584991455078125,0.9584991931915283,0.9583963751792908,0.9586508870124817
fm,sub_loss/val_prior_loss_epoch,1000,10000,9,0.9667213161786398,0.9664267301559448,0.9662265777587891,0.9684175848960876
fm,sub_loss/val_prior_loss_epoch,10000,20000,10,0.9658608376979828,0.9658452272415161,0.9657015204429626,0.9661368727684021
fm,sub_loss/val_prior_loss_epoch,20000,40000,20,0.9657604575157166,0.9657509326934814,0.9656088948249817,0.9659695029258728
fm,sub_loss/val_prior_loss_epoch,40000,60000,20,0.9657611638307572,0.9657381772994995,0.9655460119247437,0.9661262631416321
fm,sub_loss/val_prior_loss_epoch,60000,80000,20,0.9658396929502487,0.9658632874488831,0.9656121134757996,0.9661158323287964
fm,sub_loss/val_prior_loss_epoch,80000,100000,20,0.9659066736698151,0.9659263789653778,0.9656499624252319,0.9660553932189941
fm,sub_loss/val_prior_loss_epoch,100000,120000,20,0.9659979254007339,0.9660207033157349,0.965675950050354,0.9661931991577148
fm,sub_loss/val_prior_loss_epoch,120000,136000,16,0.9660851769149303,0.9660494327545166,0.9659112691879272,0.9664924740791321
fm,sub_loss/val_prior_loss_epoch,136000,139151,4,0.9661464393138885,0.9661030769348145,0.9660707116127014,0.9663088917732239
fm,sub_loss/train_diff_loss_epoch,1000,10000,27,0.18464208201125817,0.18354205787181854,0.17778122425079346,0.19776654243469238
fm,sub_loss/train_diff_loss_epoch,10000,20000,29,0.1741095550101379,0.17374688386917114,0.17096388339996338,0.1784297227859497
fm,sub_loss/train_diff_loss_epoch,20000,40000,59,0.1679978888418715,0.16812890768051147,0.1643633097410202,0.1716488152742386
fm,sub_loss/train_diff_loss_epoch,40000,60000,59,0.16341910271321314,0.16339853405952454,0.16055065393447876,0.16583412885665894
fm,sub_loss/train_diff_loss_epoch,60000,80000,59,0.1606764606500076,0.1607995182275772,0.15798388421535492,0.16244791448116302
fm,sub_loss/train_diff_loss_epoch,80000,100000,59,0.159359578358925,0.15930303931236267,0.15692278742790222,0.16086919605731964
fm,sub_loss/train_diff_loss_epoch,100000,120000,58,0.1580645452285635,0.15808432549238205,0.15599407255649567,0.15994711220264435
fm,sub_loss/train_diff_loss_epoch,120000,136000,47,0.15718057276086606,0.15723484754562378,0.15557408332824707,0.15855365991592407
fm,sub_loss/train_diff_loss_epoch,136000,139151,10,0.15675366818904876,0.15657434612512589,0.1552458107471466,0.1582055240869522
fm,sub_loss/val_diff_loss_epoch,1000,10000,9,0.1881248785389794,0.1908203810453415,0.1720961332321167,0.19559183716773987
fm,sub_loss/val_diff_loss_epoch,10000,20000,10,0.18554895967245102,0.18369650840759277,0.1790846735239029,0.19542580842971802
fm,sub_loss/val_diff_loss_epoch,20000,40000,20,0.17650479674339295,0.17471317946910858,0.16684389114379883,0.19616839289665222
fm,sub_loss/val_diff_loss_epoch,40000,60000,20,0.17399738505482673,0.1743750125169754,0.1542048454284668,0.18546266853809357
fm,sub_loss/val_diff_loss_epoch,60000,80000,20,0.17081812024116516,0.1705515831708908,0.15049690008163452,0.1852615624666214
fm,sub_loss/val_diff_loss_epoch,80000,100000,20,0.16678802520036698,0.16478867083787918,0.15458688139915466,0.1844114512205124
fm,sub_loss/val_diff_loss_epoch,100000,120000,20,0.1682841010391712,0.16940277069807053,0.15325771272182465,0.17665573954582214
fm,sub_loss/val_diff_loss_epoch,120000,136000,16,0.1669917330145836,0.16671057045459747,0.15569379925727844,0.1847277581691742
fm,sub_loss/val_diff_loss_epoch,136000,139151,4,0.1652495302259922,0.16844113916158676,0.1501505970954895,0.1739652454853058
fm,loss/train_epoch,1000,10000,27,1.3414402802785237,1.3386002779006958,1.3258700370788574,1.3737659454345703
fm,loss/train_epoch,10000,20000,29,1.3178455706300407,1.3176006078720093,1.310668706893921,1.3263616561889648
fm,loss/train_epoch,20000,40000,59,1.3011282419754286,1.3003321886062622,1.2931386232376099,1.3114676475524902
fm,loss/train_epoch,40000,60000,59,1.288293448545165,1.2884644269943237,1.2817667722702026,1.29513680934906
fm,loss/train_epoch,60000,80000,59,1.2795497562925695,1.279693603515625,1.275882363319397,1.284108281135559
fm,loss/train_epoch,80000,100000,59,1.2742040864491866,1.2742127180099487,1.271267294883728,1.2775897979736328
fm,loss/train_epoch,100000,120000,58,1.2698548189524947,1.2699094414710999,1.2671606540679932,1.2729295492172241
fm,loss/train_epoch,120000,136000,47,1.2665856366461896,1.2666966915130615,1.264015793800354,1.2682377099990845
fm,loss/train_epoch,136000,139151,10,1.2650602221488954,1.2649645805358887,1.2634403705596924,1.2671023607254028
fm,loss/val_epoch,1000,10000,9,1.370281179745992,1.369394302368164,1.3508528470993042,1.3847242593765259
fm,loss/val_epoch,10000,20000,10,1.361859917640686,1.3602301478385925,1.3534492254257202,1.371416687965393
fm,loss/val_epoch,20000,40000,20,1.3541958689689637,1.3517879247665405,1.3445773124694824,1.3759486675262451
fm,loss/val_epoch,40000,60000,20,1.3513115227222443,1.3510260581970215,1.3311195373535156,1.3645089864730835
fm,loss/val_epoch,60000,80000,20,1.3489234268665313,1.3484291434288025,1.3277242183685303,1.3658530712127686
fm,loss/val_epoch,80000,100000,20,1.3459820032119751,1.3430944681167603,1.33406662940979,1.3647030591964722
fm,loss/val_epoch,100000,120000,20,1.3471715807914735,1.3483763337135315,1.3329694271087646,1.3542660474777222
fm,loss/val_epoch,120000,136000,16,1.3477292507886887,1.3457730412483215,1.3364875316619873,1.3639522790908813
fm,loss/val_epoch,136000,139151,4,1.3456500470638275,1.3495844006538391,1.330823540687561,1.3526078462600708
fm,duration_mask/train_floor_binding_token_ratio_epoch,1000,10000,27,0.38714879751205444,0.38621264696121216,0.38226091861724854,0.3978404104709625
fm,duration_mask/train_floor_binding_token_ratio_epoch,10000,20000,29,0.38047092741933364,0.38034746050834656,0.37827709317207336,0.38300830125808716
fm,duration_mask/train_floor_binding_token_ratio_epoch,20000,40000,59,0.37646841093645256,0.3763638436794281,0.37470683455467224,0.3786563277244568
fm,duration_mask/train_floor_binding_token_ratio_epoch,40000,60000,59,0.3738200260420977,0.37383782863616943,0.3725008964538574,0.37599480152130127
fm,duration_mask/train_floor_binding_token_ratio_epoch,60000,80000,59,0.3725234633785183,0.37249425053596497,0.3715277314186096,0.37333738803863525
fm,duration_mask/train_floor_binding_token_ratio_epoch,80000,100000,59,0.37131167165303636,0.37118396162986755,0.3699512779712677,0.3726745545864105
fm,duration_mask/train_floor_binding_token_ratio_epoch,100000,120000,58,0.37040779508393384,0.3704007565975189,0.3692651093006134,0.37131839990615845
fm,duration_mask/train_floor_binding_token_ratio_epoch,120000,136000,47,0.3700868100561994,0.3700723648071289,0.3693520426750183,0.3709124028682709
fm,duration_mask/train_floor_binding_token_ratio_epoch,136000,139151,10,0.36962715089321135,0.36960406601428986,0.36922505497932434,0.37059131264686584
fm,duration_mask/val_floor_binding_token_ratio_epoch,1000,10000,9,0.35920797453986275,0.3590269386768341,0.3533227741718292,0.3676397502422333
fm,duration_mask/val_floor_binding_token_ratio_epoch,10000,20000,10,0.35410557985305785,0.354037806391716,0.35112807154655457,0.35713544487953186
fm,duration_mask/val_floor_binding_token_ratio_epoch,20000,40000,20,0.3516527622938156,0.351705402135849,0.3484712839126587,0.35650426149368286
fm,duration_mask/val_floor_binding_token_ratio_epoch,40000,60000,20,0.34976218491792677,0.3494991362094879,0.3479674756526947,0.35211852192878723
fm,duration_mask/val_floor_binding_token_ratio_epoch,60000,80000,20,0.3488800719380379,0.3490622043609619,0.34601402282714844,0.353005588054657
fm,duration_mask/val_floor_binding_token_ratio_epoch,80000,100000,20,0.3487303897738457,0.3484751135110855,0.34599408507347107,0.35262933373451233
fm,duration_mask/val_floor_binding_token_ratio_epoch,100000,120000,20,0.34791522324085233,0.3478495478630066,0.3440863788127899,0.3511926531791687
fm,duration_mask/val_floor_binding_token_ratio_epoch,120000,136000,16,0.3477312996983528,0.34764643013477325,0.34534168243408203,0.3501851558685303
fm,duration_mask/val_floor_binding_token_ratio_epoch,136000,139151,4,0.34911608695983887,0.3494393825531006,0.34722694754600525,0.35035863518714905
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,1000,10000,27,0.0898059849385862,0.09015167504549026,0.08657287061214447,0.09139212965965271
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,10000,20000,29,0.091685993404224,0.09173650294542313,0.09086336940526962,0.0921236127614975
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,20000,40000,59,0.09261365348504762,0.0926152765750885,0.09182876348495483,0.09319967031478882
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,40000,60000,59,0.09316348145573826,0.0931612104177475,0.0923631563782692,0.093704454600811
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,60000,80000,59,0.09333441558025651,0.09332434833049774,0.09281355887651443,0.09375863522291183
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,80000,100000,59,0.09356523658764565,0.09357596188783646,0.09293699264526367,0.09401342272758484
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,100000,120000,58,0.09375221333627043,0.09376037493348122,0.09331560879945755,0.09416969120502472
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,120000,136000,47,0.0937762533096557,0.09378574788570404,0.09341229498386383,0.09410249441862106
fm,duration_mask/train_ceiling_binding_token_ratio_epoch,136000,139151,10,0.0938958115875721,0.09393883869051933,0.09366254508495331,0.09414304792881012
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,1000,10000,9,0.0666907818781005,0.0669427216053009,0.06459103524684906,0.0688064768910408
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,10000,20000,10,0.06849585995078086,0.06852361187338829,0.0673326924443245,0.07081364840269089
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,20000,40000,20,0.07009444274008274,0.06999310106039047,0.06763298064470291,0.07231796532869339
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,40000,60000,20,0.07030351385474205,0.07028751447796822,0.06914682686328888,0.07154621928930283
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,60000,80000,20,0.07032960839569569,0.07024489343166351,0.0689241886138916,0.07187201827764511
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,80000,100000,20,0.07122287824749947,0.07128583639860153,0.07007431238889694,0.07239559292793274
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,100000,120000,20,0.07098178677260876,0.070853091776371,0.0697481632232666,0.07325224578380585
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,120000,136000,16,0.07123238034546375,0.07119041681289673,0.07033682614564896,0.07266702502965927
fm,duration_mask/val_ceiling_binding_token_ratio_epoch,136000,139151,4,0.07081537880003452,0.07073789834976196,0.07020290940999985,0.07158280909061432
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,1000,10000,27,0.1619197615870723,0.16032403707504272,0.14818282425403595,0.18490079045295715
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,10000,20000,29,0.1406656894190558,0.14023457467556,0.13373610377311707,0.14840790629386902
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,20000,40000,59,0.12566731819661997,0.12492403388023376,0.1197027862071991,0.13485805690288544
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,40000,60000,59,0.11661688730878345,0.11671516299247742,0.1129443496465683,0.12186302244663239
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,60000,80000,59,0.11126051249645524,0.11125016957521439,0.10831315070390701,0.1134980246424675
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,80000,100000,59,0.10748413950204849,0.10733041912317276,0.10533919930458069,0.10943952947854996
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,100000,120000,58,0.10498654328543565,0.10490406304597855,0.10359974950551987,0.10685116797685623
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,120000,136000,47,0.10321504099571958,0.10324990749359131,0.10145091265439987,0.10465127229690552
fm,duration_mask/train_constrained_score_gap_per_frame_mean_epoch,136000,139151,10,0.10253324583172799,0.10243349149823189,0.10134124755859375,0.10426256060600281
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,1000,10000,9,0.14643370111783346,0.1455487310886383,0.13963860273361206,0.16348913311958313
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,10000,20000,10,0.14452164471149445,0.1441095545887947,0.1406218707561493,0.1481989026069641
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,20000,40000,20,0.14286607652902603,0.14230415970087051,0.1367070972919464,0.14966128766536713
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,40000,60000,20,0.143974819034338,0.1443009227514267,0.13731184601783752,0.14765571057796478
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,60000,80000,20,0.14241085648536683,0.1428218111395836,0.1341819018125534,0.14685654640197754
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,80000,100000,20,0.14294174313545227,0.14320500940084457,0.13529229164123535,0.15088914334774017
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,100000,120000,20,0.14208708629012107,0.14242476224899292,0.13548606634140015,0.14694708585739136
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,120000,136000,16,0.14542150869965553,0.14599236100912094,0.13885442912578583,0.1511515974998474
fm,duration_mask/val_constrained_score_gap_per_frame_mean_epoch,136000,139151,4,0.14464732632040977,0.14487465471029282,0.14056189358234406,0.1482781022787094
fm,mas_duration/train_speech_le2_ratio_epoch,1000,10000,27,0.32539053206090574,0.3244880437850952,0.3203378915786743,0.33589860796928406
fm,mas_duration/train_speech_le2_ratio_epoch,10000,20000,29,0.31851642604531916,0.31818321347236633,0.31651291251182556,0.32117512822151184
fm,mas_duration/train_speech_le2_ratio_epoch,20000,40000,59,0.3144482247910257,0.31452447175979614,0.3115629553794861,0.3171207904815674
fm,mas_duration/train_speech_le2_ratio_epoch,40000,60000,59,0.3105177980358318,0.31029781699180603,0.3086889684200287,0.3133080303668976
fm,mas_duration/train_speech_le2_ratio_epoch,60000,80000,59,0.3083708205465543,0.3082284927368164,0.3074411451816559,0.3096218705177307
fm,mas_duration/train_speech_le2_ratio_epoch,80000,100000,59,0.3068567893262637,0.30681148171424866,0.30555200576782227,0.30818766355514526
fm,mas_duration/train_speech_le2_ratio_epoch,100000,120000,58,0.30579825053954945,0.3057563155889511,0.3050493896007538,0.30676865577697754
fm,mas_duration/train_speech_le2_ratio_epoch,120000,136000,47,0.3052952188126584,0.3053181767463684,0.3045368492603302,0.3058735430240631
fm,mas_duration/train_speech_le2_ratio_epoch,136000,139151,10,0.30468148589134214,0.30458003282546997,0.30432504415512085,0.3054429590702057
fm,mas_duration/val_speech_le2_ratio_epoch,1000,10000,9,0.3180636829800076,0.3170016407966614,0.3126375675201416,0.32714906334877014
fm,mas_duration/val_speech_le2_ratio_epoch,10000,20000,10,0.3120803087949753,0.31200961768627167,0.3088020980358124,0.31586822867393494
fm,mas_duration/val_speech_le2_ratio_epoch,20000,40000,20,0.30905591547489164,0.3093128353357315,0.30488917231559753,0.3138136565685272
fm,mas_duration/val_speech_le2_ratio_epoch,40000,60000,20,0.3058240368962288,0.30597861111164093,0.3032238781452179,0.3081454634666443
fm,mas_duration/val_speech_le2_ratio_epoch,60000,80000,20,0.3044464260339737,0.30465465784072876,0.30146414041519165,0.30824801325798035
fm,mas_duration/val_speech_le2_ratio_epoch,80000,100000,20,0.3036950334906578,0.30351783335208893,0.3011125326156616,0.3069695234298706
fm,mas_duration/val_speech_le2_ratio_epoch,100000,120000,20,0.30304591059684755,0.302506223320961,0.300227552652359,0.3062194883823395
fm,mas_duration/val_speech_le2_ratio_epoch,120000,136000,16,0.3026187289506197,0.3023674488067627,0.30099600553512573,0.30498844385147095
fm,mas_duration/val_speech_le2_ratio_epoch,136000,139151,4,0.3042418509721756,0.30421072244644165,0.3025975227355957,0.3059484362602234
fm,grad_norm/grad_2.0_norm_total,1000,10000,180,0.266614448858632,0.2442813217639923,0.1461467146873474,0.5860070586204529
fm,grad_norm/grad_2.0_norm_total,10000,20000,200,0.21655413135886192,0.2077631726861,0.12467719614505768,0.407283216714859
fm,grad_norm/grad_2.0_norm_total,20000,40000,400,0.1793522760644555,0.16690391302108765,0.1054825410246849,0.5314511060714722
fm,grad_norm/grad_2.0_norm_total,40000,60000,400,0.1468188558332622,0.1394272744655609,0.08771392703056335,0.33244842290878296
fm,grad_norm/grad_2.0_norm_total,60000,80000,400,0.1278275592252612,0.12096454948186874,0.07818354666233063,0.33029842376708984
fm,grad_norm/grad_2.0_norm_total,80000,100000,400,0.11559127053245902,0.11128093302249908,0.06962379068136215,0.19862332940101624
fm,grad_norm/grad_2.0_norm_total,100000,120000,400,0.10732220655307173,0.10434801504015923,0.07176397740840912,0.22820238769054413
fm,grad_norm/grad_2.0_norm_total,120000,136000,320,0.10285223920363933,0.09894594550132751,0.06911467760801315,0.18531155586242676
fm,grad_norm/grad_2.0_norm_total,136000,139151,64,0.09757503936998546,0.09412116929888725,0.066841259598732,0.14573760330677032
fm,learning_rate/decoder_step,1000,10000,180,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,10000,20000,200,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,20000,40000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,40000,60000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,60000,80000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,80000,100000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,100000,120000,400,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,120000,136000,320,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354
fm,learning_rate/decoder_step,136000,139151,64,0.00028702941153824213,0.0002870294119929895,0.00027405880973674357,0.0003000000142492354
