phone,count,mean_ms,std_ms,min_ms,p01_ms,p05_ms,p10_ms,p25_ms,p50_ms,p75_ms,p90_ms,p95_ms,p99_ms,max_ms,mean_frames_16ms,p05_frames_16ms,p50_frames_16ms,p95_frames_16ms,lt_1_frame_ratio,lt_2_frames_ratio,ge_10_frames_ratio
IY0,7821,102.57587495205217,65.61749187767934,29.999999999999805,29.99999999999997,39.99999999999998,49.99999999999982,60.00000000000006,80.00000000000007,120.00000000000011,209.99999999999997,250.00000000000006,309.99999999999994,410.00000000000006,6.410992184503261,2.4999999999999987,5.000000000000004,15.625000000000004,0.0,0.035161744022503515,0.17069428461833525
IY1,6914,116.05192970783916,66.32774112552202,29.999999999999805,40.000000000000036,49.999999999999936,59.99999999999961,70.00000000000006,100.00000000000009,130.00000000000034,190.0000000000004,260.0,379.9999999999999,520.0,7.253245606739948,3.124999999999996,6.250000000000005,16.25,0.0,0.001590974833670813,0.16372577379230546
IY2,151,84.76821192052981,50.360744160823415,29.99999999999997,30.00000000000003,30.00000000000025,40.000000000000036,49.99999999999982,70.00000000000006,109.99999999999999,149.99999999999991,179.99999999999986,260.0,300.00000000000006,5.298013245033113,1.8750000000000155,4.3750000000000036,11.249999999999991,0.0,0.059602649006622516,0.06622516556291391
JH,1953,103.48182283666155,42.34863473184411,29.999999999999805,49.99999999999982,60.00000000000006,69.99999999999984,79.99999999999996,90.0000000000003,119.99999999999989,149.99999999999997,180.00000000000017,280.0000000000002,369.9999999999999,6.467613927291347,3.7500000000000036,5.625000000000019,11.25000000000001,0.0,0.0005120327700972862,0.07936507936507936
K,11992,90.20013342228152,33.30214199952782,29.99999999999936,40.000000000000036,49.999999999999936,59.99999999999961,69.99999999999984,80.00000000000007,109.99999999999987,130.0000000000001,150.00000000000003,200.00000000000017,299.99999999999983,5.637508338892595,3.124999999999996,5.000000000000004,9.375000000000002,0.0,0.0025016677785190127,0.03985990660440294
L,15529,85.89215879966513,44.96445884183179,29.99999999999936,29.99999999999997,39.99999999999992,40.000000000000036,59.99999999999994,79.99999999999984,100.00000000000009,139.99999999999991,179.99999999999994,259.9999999999998,450.00000000000017,5.36825992497907,2.499999999999995,4.99999999999999,11.249999999999996,0.0,0.03915255328739777,0.06645630755360937
M,12435,78.12440691596301,34.50764816292627,29.99999999999936,30.00000000000003,40.000000000000036,49.99999999999982,59.99999999999994,70.00000000000006,89.99999999999997,120.0,140.0000000000001,190.0000000000001,580.0,4.882775432247688,2.500000000000002,4.3750000000000036,8.750000000000007,0.0,0.020908725371934056,0.033051869722557296
N,25438,65.26426507587074,33.44533526284811,9.999999999999787,29.999999999999805,30.00000000000003,30.00000000000025,40.000000000000036,59.99999999999983,79.99999999999984,109.99999999999999,139.99999999999991,180.00000000000017,309.9999999999996,4.079016567241921,1.8750000000000018,3.7499999999999893,8.749999999999995,3.931126660901014e-05,0.10507901564588411,0.024215740231150248
NG,4525,84.40489856353591,35.195767760689726,29.999999999999805,39.99999999999998,40.000000000000036,49.99999999999982,60.00000000000006,79.99999999999984,99.99999999999997,130.0,159.99999999999926,199.99999999999994,330.00000000000006,5.275306160220994,2.500000000000002,4.99999999999999,9.999999999999954,0.0,0.0037569060773480663,0.04464088397790055
OW0,436,99.26605504587155,71.3333873476676,29.999999999999805,30.00000000000003,37.5,40.000000000000036,59.99999999999961,79.99999999999963,110.0000000000001,200.00000000000017,255.0,360.00000000000006,480.0,6.204128440366972,2.34375,4.999999999999977,15.9375,0.0,0.05045871559633028,0.14908256880733944
OW1,4806,146.8807827715356,88.3564264719723,30.0,49.999999999999936,60.00000000000006,70.00000000000006,90.00000000000009,120.00000000000001,160.00000000000014,260.0,370.00000000000006,450.0,639.9999999999999,9.180048923220975,3.7500000000000036,7.500000000000001,23.125000000000004,0.0,0.0006242197253433209,0.27132750728256344
OW2,206,108.25445145631069,59.39681287856394,40.000000000000036,40.000000000000036,50.00000000000004,59.999999999999886,69.99999999999996,89.99999999999999,127.49999999999994,190.00000000000017,250.0,298.99999999999983,360.00000000000034,6.765903216019418,3.1250000000000027,5.624999999999999,15.625,0.0,0.0,0.15048543689320387
OY0,1,209.99999999999997,0.0,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,209.99999999999997,13.124999999999998,13.124999999999998,13.124999999999998,13.124999999999998,0.0,0.0,1.0
OY1,500,175.42,62.331561828659495,80.00000000000001,89.99999999999986,90.00000000000071,100.00000000000009,130.0,160.00000000000014,209.99999999999997,270.0,300.00000000000006,350.1,380.00000000000034,10.96375,5.625000000000044,10.000000000000009,18.750000000000004,0.0,0.0,0.528
OY2,18,159.44444444444446,48.70229543098475,99.99999999999987,101.69999999999987,108.49999999999987,109.99999999999996,119.99999999999977,145.0,195.00000000000017,225.99999999999983,243.0,256.60000000000014,260.0000000000002,9.965277777777779,6.781249999999992,9.0625,15.1875,0.0,0.0,0.5
P,8005,88.40099937539038,26.830796982365833,29.999999999999805,40.000000000000036,49.99999999999982,59.99999999999961,69.99999999999999,89.99999999999986,100.00000000000009,120.00000000000011,139.9999999999997,160.00000000000014,209.99999999999997,5.525062460961899,3.124999999999989,5.624999999999991,8.74999999999998,0.0,0.0018738288569643974,0.012742036227357902
R,17237,80.33226008006032,46.201730549114295,29.99999999999936,29.999999999999805,30.00000000000003,40.00000000000001,49.99999999999982,69.99999999999996,99.99999999999997,130.0000000000001,179.99999999999994,256.3999999999941,360.00000000000006,5.02076625500377,1.8750000000000018,4.374999999999997,11.249999999999996,0.0,0.07367871439345594,0.06689099031153913
